county,geoid,pollutant,noncancer_air_risk,cancer_air_risk,combined_air_score
FREEBORN,270471809002,All pollutant sum,0.14,3.5e-6,0.35
FREEBORN,270471809003,All pollutant sum,0.17,3.67e-6,0.367
FREEBORN,270471809004,All pollutant sum,0.23,6.26e-6,0.626
FREEBORN,270471810001,All pollutant sum,0.06,5.37e-7,0.06
FREEBORN,270471810002,All pollutant sum,0.05,4.32e-7,0.05
FREEBORN,270471810003,All pollutant sum,0.07,8.38e-7,0.08379999999999999
GOODHUE,270490801011,All pollutant sum,0.34,7.09e-6,0.709
GOODHUE,270490801012,All pollutant sum,0.24,4.97e-6,0.49699999999999994
GOODHUE,270490801013,All pollutant sum,0.17,2.77e-6,0.27699999999999997
GOODHUE,270490801014,All pollutant sum,0.22,4.54e-6,0.45399999999999996
GOODHUE,270490801021,All pollutant sum,0.14,2.06e-6,0.206
GOODHUE,270490801022,All pollutant sum,0.21,4.18e-6,0.4179999999999999
GOODHUE,270490801023,All pollutant sum,0.13,1.69e-6,0.16899999999999998
GOODHUE,270490801024,All pollutant sum,0.27,5.86e-6,0.586
GOODHUE,270490801025,All pollutant sum,0.29,6.24e-6,0.624
GOODHUE,270490802001,All pollutant sum,0.25,4.1e-6,0.4099999999999999
GOODHUE,270490802002,All pollutant sum,0.26,4.82e-6,0.48199999999999993
GOODHUE,270490802003,All pollutant sum,0.18,2.17e-6,0.21699999999999997
GOODHUE,270490802004,All pollutant sum,0.1,1.31e-6,0.13099999999999998
GOODHUE,270490802005,All pollutant sum,0.16,1.84e-6,0.18399999999999997
GOODHUE,270490802006,All pollutant sum,0.2,3.05e-6,0.305
GOODHUE,270490803001,All pollutant sum,0.06,2.81e-6,0.28099999999999997
GOODHUE,270490803002,All pollutant sum,0.04,1.34e-6,0.134
GOODHUE,270490803003,All pollutant sum,0.07,6.42e-6,0.642
GOODHUE,270490804001,All pollutant sum,0.19,1.98e-6,0.19799999999999998
GOODHUE,270490804002,All pollutant sum,0.11,4.72e-6,0.4719999999999999
GOODHUE,270490804003,All pollutant sum,0.15,2.43e-6,0.243
GOODHUE,270490805001,All pollutant sum,0.14,1.41e-6,0.141
GOODHUE,270490805002,All pollutant sum,0.19,1.87e-6,0.19
GOODHUE,270490805003,All pollutant sum,0.15,1.54e-6,0.154
GOODHUE,270490806001,All pollutant sum,0.23,3.24e-6,0.32399999999999995
GOODHUE,270490806002,All pollutant sum,0.22,2.65e-6,0.26499999999999996
GOODHUE,270490806003,All pollutant sum,0.24,2.92e-6,0.292
GOODHUE,270490807001,All pollutant sum,0.08,1.38e-6,0.13799999999999998
GOODHUE,270490807002,All pollutant sum,0.06,1.82e-6,0.18199999999999997
GOODHUE,270490807003,All pollutant sum,0.19,3.27e-6,0.32699999999999996
GOODHUE,270490808001,All pollutant sum,0.06,5.34e-6,0.5339999999999999
GOODHUE,270490808002,All pollutant sum,0.08,5.32e-6,0.5319999999999999
GOODHUE,270490808003,All pollutant sum,0.14,9.22e-6,0.9219999999999999
GOODHUE,270490809001,All pollutant sum,0.07,5.99e-6,0.599
GOODHUE,270490809002,All pollutant sum,0.06,2.77e-6,0.27699999999999997
GOODHUE,270490809003,All pollutant sum,0.08,4.77e-6,0.477
GOODHUE,270490809004,All pollutant sum,0.09,6.1e-6,0.61
GRANT,270510701001,All pollutant sum,0.06,9.34e-7,0.09339999999999998
GRANT,270510701002,All pollutant sum,0.04,6.15e-7,0.0615
GRANT,270510702001,All pollutant sum,0.04,4.2e-7,0.041999999999999996
GRANT,270510702002,All pollutant sum,0.04,4.25e-7,0.042499999999999996
GRANT,270510702003,All pollutant sum,0.05,6.99e-7,0.06989999999999999
HENNEPIN,270530001011,All pollutant sum,1.17,2.34e-5,2.34
HENNEPIN,270530001012,All pollutant sum,1.24,2.22e-5,2.2199999999999998
HENNEPIN,270530001013,All pollutant sum,1.36,2.16e-5,2.1599999999999997
HENNEPIN,270530001014,All pollutant sum,1.02,2.28e-5,2.28
HENNEPIN,270530001021,All pollutant sum,1.26,2.88e-5,2.8799999999999994
HENNEPIN,270530001022,All pollutant sum,1.27,2.61e-5,2.61
HENNEPIN,270530001023,All pollutant sum,1.26,2.6e-5,2.5999999999999996
HENNEPIN,270530001024,All pollutant sum,1.16,2.49e-5,2.4899999999999998
HENNEPIN,270530001025,All pollutant sum,1.16,2.57e-5,2.57
HENNEPIN,270530003001,All pollutant sum,1.1,2.53e-5,2.53
HENNEPIN,270530003002,All pollutant sum,1.1,2.52e-5,2.5199999999999996
HENNEPIN,270530003003,All pollutant sum,1.07,2.43e-5,2.4299999999999997
HENNEPIN,270530003004,All pollutant sum,1.13,2.47e-5,2.4699999999999998
HENNEPIN,270530006011,All pollutant sum,1.32,2.99e-5,2.9899999999999998
HENNEPIN,270530006012,All pollutant sum,1.22,2.65e-5,2.65
HENNEPIN,270530006013,All pollutant sum,1.24,2.64e-5,2.64
HENNEPIN,270530006014,All pollutant sum,1.31,2.53e-5,2.53
HENNEPIN,270530006031,All pollutant sum,1.1,2.41e-5,2.4099999999999997
HENNEPIN,270530006032,All pollutant sum,1.15,2.54e-5,2.54
HENNEPIN,270530006033,All pollutant sum,1.2,2.69e-5,2.69
HENNEPIN,270530006034,All pollutant sum,1.21,2.65e-5,2.65
HENNEPIN,270530011001,All pollutant sum,1.31,2.74e-5,2.7399999999999998
HENNEPIN,270530011002,All pollutant sum,1.38,2.83e-5,2.8299999999999996
HENNEPIN,270530017001,All pollutant sum,1.45,3.13e-5,3.13
HENNEPIN,270530017002,All pollutant sum,1.37,3.28e-5,3.2799999999999994
HENNEPIN,270530022001,All pollutant sum,1.23,3.28e-5,3.2799999999999994
HENNEPIN,270530022002,All pollutant sum,1.21,3.1e-5,3.1
HENNEPIN,270530024001,All pollutant sum,1.46,3.82e-5,3.82
HENNEPIN,270530024002,All pollutant sum,1.6,3.69e-5,3.69
HENNEPIN,270530027001,All pollutant sum,1.52,2.58e-5,2.5799999999999996
HENNEPIN,270530027002,All pollutant sum,1.1,2.29e-5,2.29
HENNEPIN,270530032001,All pollutant sum,1.06,2.18e-5,2.18
HENNEPIN,270530032002,All pollutant sum,1.04,2.23e-5,2.23
HENNEPIN,270530033001,All pollutant sum,1.11,2.4e-5,2.4
HENNEPIN,270530033002,All pollutant sum,1.12,2.38e-5,2.38
HENNEPIN,270530038001,All pollutant sum,2.19,4.71e-5,4.71
HENNEPIN,270530038002,All pollutant sum,1.85,4.07e-5,4.069999999999999
HENNEPIN,270530038003,All pollutant sum,1.6,3.65e-5,3.6499999999999995
HENNEPIN,270530059011,All pollutant sum,2.06,5.14e-5,5.14
HENNEPIN,270530059012,All pollutant sum,2.05,4.95e-5,4.949999999999999
HENNEPIN,270530059021,All pollutant sum,1.8,4.37e-5,4.369999999999999
HENNEPIN,270530059022,All pollutant sum,1.61,3.73e-5,3.7299999999999995
HENNEPIN,270530068001,All pollutant sum,1.4,3.02e-5,3.0199999999999996
HENNEPIN,270530068002,All pollutant sum,1.31,2.73e-5,2.7299999999999995
HENNEPIN,270530068003,All pollutant sum,1.3,2.81e-5,2.8099999999999996
HENNEPIN,270530077001,All pollutant sum,1.48,2.99e-5,2.9899999999999998
HENNEPIN,270530077002,All pollutant sum,1.21,2.56e-5,2.5599999999999996
HENNEPIN,270530078011,All pollutant sum,1.49,3.19e-5,3.19
HENNEPIN,270530078012,All pollutant sum,1.64,3.31e-5,3.3099999999999996
HENNEPIN,270530081001,All pollutant sum,1.24,2.68e-5,2.6799999999999997
HENNEPIN,270530081002,All pollutant sum,1.18,2.56e-5,2.5599999999999996
HENNEPIN,270530081003,All pollutant sum,1.17,2.53e-5,2.53
HENNEPIN,270530081004,All pollutant sum,1.16,2.44e-5,2.44
HENNEPIN,270530082001,All pollutant sum,1.54,3.54e-5,3.5399999999999996
HENNEPIN,270530082002,All pollutant sum,1.64,3.64e-5,3.6399999999999992
HENNEPIN,270530082003,All pollutant sum,1.31,2.87e-5,2.8699999999999997
HENNEPIN,270530082004,All pollutant sum,1.3,2.86e-5,2.86
HENNEPIN,270530083001,All pollutant sum,1.89,4.47e-5,4.47
HENNEPIN,270530083002,All pollutant sum,2.13,5.24e-5,5.239999999999999
HENNEPIN,270530084001,All pollutant sum,1.39,3.08e-5,3.08
HENNEPIN,270530084002,All pollutant sum,1.51,3.45e-5,3.4499999999999997
HENNEPIN,270530085001,All pollutant sum,1.3,2.74e-5,2.7399999999999998
HENNEPIN,270530085002,All pollutant sum,1.25,2.69e-5,2.69
HENNEPIN,270530085003,All pollutant sum,1.23,2.63e-5,2.63
HENNEPIN,270530085004,All pollutant sum,1.3,2.87e-5,2.8699999999999997
HENNEPIN,270530085005,All pollutant sum,1.3,2.72e-5,2.7199999999999998
HENNEPIN,270530095001,All pollutant sum,1.35,3.12e-5,3.1199999999999997
HENNEPIN,270530095002,All pollutant sum,1.32,3.1e-5,3.1
HENNEPIN,270530095003,All pollutant sum,1.31,3.08e-5,3.08
HENNEPIN,270530096001,All pollutant sum,1.27,2.88e-5,2.8799999999999994
HENNEPIN,270530096002,All pollutant sum,1.27,2.9e-5,2.9
HENNEPIN,270530096003,All pollutant sum,1.24,2.82e-5,2.82
HENNEPIN,270530096004,All pollutant sum,1.25,2.83e-5,2.8299999999999996
HENNEPIN,270530106001,All pollutant sum,1.56,2.41e-5,2.4099999999999997
HENNEPIN,270530106002,All pollutant sum,1,2.21e-5,2.2099999999999995
HENNEPIN,270530106003,All pollutant sum,0.96,2.05e-5,2.05
HENNEPIN,270530107001,All pollutant sum,1.09,2.46e-5,2.46
HENNEPIN,270530107002,All pollutant sum,1.08,2.26e-5,2.26
HENNEPIN,270530107003,All pollutant sum,0.98,2.22e-5,2.2199999999999998
HENNEPIN,270530110001,All pollutant sum,1.24,2.74e-5,2.7399999999999998
HENNEPIN,270530110002,All pollutant sum,1.24,2.72e-5,2.7199999999999998
HENNEPIN,270530110003,All pollutant sum,1.31,2.89e-5,2.8899999999999997
HENNEPIN,270530110004,All pollutant sum,1.25,2.77e-5,2.7699999999999996
HENNEPIN,270530117031,All pollutant sum,1.18,2.45e-5,2.4499999999999997
HENNEPIN,270530117032,All pollutant sum,1.21,2.6e-5,2.5999999999999996
HENNEPIN,270530117033,All pollutant sum,1.25,2.71e-5,2.71
HENNEPIN,270530117034,All pollutant sum,1.21,2.59e-5,2.59
HENNEPIN,270530117035,All pollutant sum,1.25,2.76e-5,2.76
HENNEPIN,270530117041,All pollutant sum,1.19,2.57e-5,2.57
HENNEPIN,270530117042,All pollutant sum,1.16,2.64e-5,2.64
HENNEPIN,270530117043,All pollutant sum,1.13,2.51e-5,2.51
HENNEPIN,270530118001,All pollutant sum,1.26,2.6e-5,2.5999999999999996
HENNEPIN,270530118002,All pollutant sum,1.28,2.63e-5,2.63
HENNEPIN,270530118003,All pollutant sum,1.3,2.62e-5,2.6199999999999997
HENNEPIN,270530118004,All pollutant sum,1.16,2.28e-5,2.28
HENNEPIN,270530118005,All pollutant sum,1.32,2.55e-5,2.55
HENNEPIN,270530119981,All pollutant sum,1.43,2.75e-5,2.75
HENNEPIN,270530119982,All pollutant sum,1.28,2.58e-5,2.5799999999999996
HENNEPIN,270530119983,All pollutant sum,1.36,2.76e-5,2.76
HENNEPIN,270530119984,All pollutant sum,1.62,2.81e-5,2.8099999999999996
HENNEPIN,270530119985,All pollutant sum,1.34,2.57e-5,2.57
HENNEPIN,270530120011,All pollutant sum,1.01,2.31e-5,2.3099999999999996
HENNEPIN,270530120012,All pollutant sum,1.07,2.47e-5,2.4699999999999998
HENNEPIN,270530120013,All pollutant sum,0.99,2.27e-5,2.2699999999999996
HENNEPIN,270530120014,All pollutant sum,0.97,2.21e-5,2.2099999999999995
HENNEPIN,270530120015,All pollutant sum,0.99,2.26e-5,2.26
HENNEPIN,270530120016,All pollutant sum,0.94,2.15e-5,2.15
HENNEPIN,270530120017,All pollutant sum,0.92,2.13e-5,2.13
HENNEPIN,270530120031,All pollutant sum,1.31,3.16e-5,3.16
HENNEPIN,270530120032,All pollutant sum,1.19,2.85e-5,2.85
HENNEPIN,270530120033,All pollutant sum,1.15,2.68e-5,2.6799999999999997
HENNEPIN,270530120034,All pollutant sum,1.8,4.53e-5,4.53
HENNEPIN,270530120035,All pollutant sum,1.58,3.95e-5,3.9499999999999993
HENNEPIN,270530120036,All pollutant sum,1.32,3.11e-5,3.1099999999999994
HENNEPIN,270530121011,All pollutant sum,1.37,2.66e-5,2.6599999999999997
HENNEPIN,270530121012,All pollutant sum,1.7,2.78e-5,2.78
HENNEPIN,270530121013,All pollutant sum,1.32,2.48e-5,2.48
HENNEPIN,270530121021,All pollutant sum,1.42,2.75e-5,2.75
HENNEPIN,270530121022,All pollutant sum,2,3.08e-5,3.08
HENNEPIN,270530121023,All pollutant sum,1.41,2.79e-5,2.79
HENNEPIN,270530121024,All pollutant sum,1.43,2.81e-5,2.8099999999999996
HENNEPIN,270530201011,All pollutant sum,1.02,2.16e-5,2.1599999999999997
HENNEPIN,270530201012,All pollutant sum,1.04,2.25e-5,2.25
HENNEPIN,270530201013,All pollutant sum,1.08,2.37e-5,2.3699999999999997
HENNEPIN,270530201021,All pollutant sum,1.08,2.32e-5,2.32
HENNEPIN,270530201022,All pollutant sum,1.16,2.36e-5,2.36
HENNEPIN,270530202001,All pollutant sum,1.18,2.6e-5,2.5999999999999996
HENNEPIN,270530202002,All pollutant sum,1.78,4.34e-5,4.34
HENNEPIN,270530202003,All pollutant sum,1.24,2.73e-5,2.7299999999999995
HENNEPIN,270530202004,All pollutant sum,1.09,2.34e-5,2.34
HENNEPIN,270530202005,All pollutant sum,1.07,2.32e-5,2.32
HENNEPIN,270530202006,All pollutant sum,1.12,2.36e-5,2.36
HENNEPIN,270530202007,All pollutant sum,1.25,2.84e-5,2.84
HENNEPIN,270530203011,All pollutant sum,1.21,2.86e-5,2.86
HENNEPIN,270530203012,All pollutant sum,1.1,2.51e-5,2.51
HENNEPIN,270530203021,All pollutant sum,0.98,2.21e-5,2.2099999999999995
HENNEPIN,270530203022,All pollutant sum,1.13,2.62e-5,2.6199999999999997
HENNEPIN,270530203031,All pollutant sum,1.32,3.12e-5,3.1199999999999997
HENNEPIN,270530203032,All pollutant sum,1.02,2.26e-5,2.26
HENNEPIN,270530203033,All pollutant sum,1.21,2.66e-5,2.6599999999999997
HENNEPIN,270530203041,All pollutant sum,1.31,3.17e-5,3.1699999999999995
HENNEPIN,270530203042,All pollutant sum,1.12,2.6e-5,2.5999999999999996
HENNEPIN,270530203043,All pollutant sum,1.5,3.82e-5,3.82
HENNEPIN,270530204001,All pollutant sum,1.05,2.32e-5,2.32
HENNEPIN,270530204002,All pollutant sum,1.02,2.26e-5,2.26
HENNEPIN,270530204003,All pollutant sum,0.95,2.11e-5,2.11
HENNEPIN,270530204004,All pollutant sum,0.92,1.95e-5,1.9499999999999997
HENNEPIN,270530205001,All pollutant sum,1.24,2.81e-5,2.8099999999999996
HENNEPIN,270530205002,All pollutant sum,1.28,2.55e-5,2.55
HENNEPIN,270530205003,All pollutant sum,1.08,2.31e-5,2.3099999999999996
HENNEPIN,270530206001,All pollutant sum,1.36,3.26e-5,3.26
HENNEPIN,270530206002,All pollutant sum,1.2,2.67e-5,2.6699999999999995
HENNEPIN,270530207001,All pollutant sum,0.99,1.83e-5,1.8299999999999998
HENNEPIN,270530207002,All pollutant sum,0.92,1.91e-5,1.91
HENNEPIN,270530207003,All pollutant sum,0.92,1.94e-5,1.94
HENNEPIN,270530207004,All pollutant sum,1.04,2.11e-5,2.11
HENNEPIN,270530208011,All pollutant sum,0.87,1.81e-5,1.8099999999999998
HENNEPIN,270530208012,All pollutant sum,0.93,1.83e-5,1.8299999999999998
HENNEPIN,270530208041,All pollutant sum,0.85,1.75e-5,1.7499999999999998
HENNEPIN,270530208042,All pollutant sum,0.87,1.8e-5,1.7999999999999998
HENNEPIN,270530208043,All pollutant sum,0.94,1.91e-5,1.91
HENNEPIN,270530209021,All pollutant sum,0.93,2.03e-5,2.03
HENNEPIN,270530209022,All pollutant sum,0.88,1.85e-5,1.8499999999999996
HENNEPIN,270530209031,All pollutant sum,0.92,1.92e-5,1.9199999999999997
HENNEPIN,270530209032,All pollutant sum,1.01,2.22e-5,2.2199999999999998
HENNEPIN,270530209033,All pollutant sum,0.89,1.89e-5,1.8899999999999997
HENNEPIN,270530210011,All pollutant sum,1.05,2.43e-5,2.4299999999999997
HENNEPIN,270530210012,All pollutant sum,0.9,1.97e-5,1.97
HENNEPIN,270530210013,All pollutant sum,0.91,1.79e-5,1.79
HENNEPIN,270530210014,All pollutant sum,1,1.8e-5,1.7999999999999998
HENNEPIN,270530210015,All pollutant sum,0.87,1.73e-5,1.73
HENNEPIN,270530210021,All pollutant sum,0.99,1.85e-5,1.8499999999999996
HENNEPIN,270530211001,All pollutant sum,1.31,2.39e-5,2.39
HENNEPIN,270530211002,All pollutant sum,1.1,2.63e-5,2.63
HENNEPIN,270530212001,All pollutant sum,0.98,2.19e-5,2.19
HENNEPIN,270530212002,All pollutant sum,0.98,2.14e-5,2.1399999999999997
HENNEPIN,270530212003,All pollutant sum,1.32,2.43e-5,2.4299999999999997
HENNEPIN,270530212004,All pollutant sum,1.08,2.27e-5,2.2699999999999996
HENNEPIN,270530212005,All pollutant sum,1.08,2.37e-5,2.3699999999999997
HENNEPIN,270530213001,All pollutant sum,1.05,2.31e-5,2.3099999999999996
HENNEPIN,270530213002,All pollutant sum,1.02,2.3e-5,2.3
HENNEPIN,270530213003,All pollutant sum,1.14,2.78e-5,2.78
HENNEPIN,270530213004,All pollutant sum,1.18,2.62e-5,2.6199999999999997
HENNEPIN,270530214001,All pollutant sum,0.96,2.12e-5,2.1199999999999997
HENNEPIN,270530214002,All pollutant sum,0.94,2.09e-5,2.09
HENNEPIN,270530214003,All pollutant sum,0.92,2.04e-5,2.04
HENNEPIN,270530215011,All pollutant sum,0.89,1.78e-5,1.7799999999999998
HENNEPIN,270530215012,All pollutant sum,0.95,1.67e-5,1.6699999999999997
HENNEPIN,270530215013,All pollutant sum,1.07,1.8e-5,1.7999999999999998
HENNEPIN,270530215021,All pollutant sum,0.88,1.74e-5,1.7399999999999998
HENNEPIN,270530215022,All pollutant sum,0.86,1.54e-5,1.54
HENNEPIN,270530215023,All pollutant sum,0.99,1.54e-5,1.54
HENNEPIN,270530215031,All pollutant sum,0.98,1.82e-5,1.8199999999999996
HENNEPIN,270530215032,All pollutant sum,0.9,1.64e-5,1.6399999999999997
HENNEPIN,270530215033,All pollutant sum,0.91,1.6e-5,1.5999999999999999
HENNEPIN,270530215034,All pollutant sum,0.87,1.67e-5,1.6699999999999997
HENNEPIN,270530215041,All pollutant sum,0.89,1.71e-5,1.7099999999999997
HENNEPIN,270530215042,All pollutant sum,0.9,1.78e-5,1.7799999999999998
HENNEPIN,270530215043,All pollutant sum,1.04,1.79e-5,1.79
HENNEPIN,270530215044,All pollutant sum,0.92,1.76e-5,1.76
HENNEPIN,270530215051,All pollutant sum,0.87,1.67e-5,1.6699999999999997
HENNEPIN,270530215052,All pollutant sum,0.81,1.7e-5,1.7
HENNEPIN,270530215053,All pollutant sum,0.85,1.73e-5,1.73
HENNEPIN,270530215054,All pollutant sum,1.08,1.87e-5,1.8699999999999999
HENNEPIN,270530216011,All pollutant sum,0.85,1.75e-5,1.7499999999999998
HENNEPIN,270530216012,All pollutant sum,0.84,1.73e-5,1.73
HENNEPIN,270530216013,All pollutant sum,0.8,1.72e-5,1.72
HENNEPIN,270530216021,All pollutant sum,1.19,2.18e-5,2.18
HENNEPIN,270530216022,All pollutant sum,0.91,1.86e-5,1.86
HENNEPIN,270530216023,All pollutant sum,0.98,1.88e-5,1.88
HENNEPIN,270530216024,All pollutant sum,0.99,1.83e-5,1.8299999999999998
HENNEPIN,270530216025,All pollutant sum,1.46,2.2e-5,2.1999999999999997
HENNEPIN,270530216026,All pollutant sum,1.32,2.2e-5,2.1999999999999997
HENNEPIN,270530217001,All pollutant sum,0.92,1.97e-5,1.97
HENNEPIN,270530217002,All pollutant sum,0.91,1.91e-5,1.91
HENNEPIN,270530217003,All pollutant sum,0.94,1.89e-5,1.8899999999999997
HENNEPIN,270530217004,All pollutant sum,1.02,2.08e-5,2.08
HENNEPIN,270530217005,All pollutant sum,0.99,2.26e-5,2.26
HENNEPIN,270530218001,All pollutant sum,1.04,2.21e-5,2.2099999999999995
HENNEPIN,270530218002,All pollutant sum,1.2,2.84e-5,2.84
HENNEPIN,270530219001,All pollutant sum,1.24,2.8e-5,2.8
HENNEPIN,270530219002,All pollutant sum,1.06,2.3e-5,2.3
HENNEPIN,270530219003,All pollutant sum,1,2.3e-5,2.3
HENNEPIN,270530220001,All pollutant sum,1.21,2.68e-5,2.6799999999999997
HENNEPIN,270530220002,All pollutant sum,1.35,3.11e-5,3.1099999999999994
HENNEPIN,270530221011,All pollutant sum,1.07,2.38e-5,2.38
HENNEPIN,270530221012,All pollutant sum,1.33,3.19e-5,3.19
HENNEPIN,270530221021,All pollutant sum,1.21,2.96e-5,2.96
HENNEPIN,270530221022,All pollutant sum,1.03,2.2e-5,2.1999999999999997
HENNEPIN,270530222001,All pollutant sum,1.05,2.09e-5,2.09
HENNEPIN,270530222002,All pollutant sum,1.19,2.92e-5,2.92
HENNEPIN,270530222003,All pollutant sum,1.06,2.5e-5,2.5
HENNEPIN,270530222004,All pollutant sum,0.96,2.08e-5,2.08
HENNEPIN,270530223011,All pollutant sum,1.01,2.03e-5,2.03
HENNEPIN,270530223012,All pollutant sum,1.14,2.31e-5,2.3099999999999996
HENNEPIN,270530223021,All pollutant sum,1.03,2.1e-5,2.0999999999999996
HENNEPIN,270530223022,All pollutant sum,1.11,2.19e-5,2.19
HENNEPIN,270530223023,All pollutant sum,1.39,2.57e-5,2.57
HENNEPIN,270530224001,All pollutant sum,1.08,2.31e-5,2.3099999999999996
HENNEPIN,270530224002,All pollutant sum,1.11,2.41e-5,2.4099999999999997
HENNEPIN,270530224003,All pollutant sum,1.07,2.39e-5,2.39
HENNEPIN,270530224004,All pollutant sum,1,2.12e-5,2.1199999999999997
HENNEPIN,270530227001,All pollutant sum,1.11,2.39e-5,2.39
HENNEPIN,270530227002,All pollutant sum,1.42,2.55e-5,2.55
HENNEPIN,270530227003,All pollutant sum,1.18,2.37e-5,2.3699999999999997
HENNEPIN,270530228011,All pollutant sum,1.13,2.52e-5,2.5199999999999996
HENNEPIN,270530228012,All pollutant sum,1.06,2.31e-5,2.3099999999999996
HENNEPIN,270530228021,All pollutant sum,1.25,2.6e-5,2.5999999999999996
HENNEPIN,270530228022,All pollutant sum,1.19,2.63e-5,2.63
HENNEPIN,270530229011,All pollutant sum,1.24,2.42e-5,2.4199999999999995
HENNEPIN,270530229012,All pollutant sum,1.05,2.15e-5,2.15
HENNEPIN,270530229013,All pollutant sum,1.37,2.56e-5,2.5599999999999996
HENNEPIN,270530229014,All pollutant sum,1.22,2.48e-5,2.48
HENNEPIN,270530229021,All pollutant sum,1.06,2.24e-5,2.2399999999999998
HENNEPIN,270530229022,All pollutant sum,1.23,2.72e-5,2.7199999999999998
HENNEPIN,270530230001,All pollutant sum,1.47,2.72e-5,2.7199999999999998
HENNEPIN,270530230002,All pollutant sum,2.11,3.58e-5,3.58
HENNEPIN,270530230003,All pollutant sum,1.37,2.82e-5,2.82
HENNEPIN,270530231001,All pollutant sum,1,2.09e-5,2.09
HENNEPIN,270530231002,All pollutant sum,0.99,2.11e-5,2.11
HENNEPIN,270530232001,All pollutant sum,0.9,1.58e-5,1.58
HENNEPIN,270530232002,All pollutant sum,1.1,2.07e-5,2.07
HENNEPIN,270530232003,All pollutant sum,1.25,2.44e-5,2.44
HENNEPIN,270530232004,All pollutant sum,1.4,2.64e-5,2.64
HENNEPIN,270530232005,All pollutant sum,1.25,2.37e-5,2.3699999999999997
HENNEPIN,270530233001,All pollutant sum,1.2,2.21e-5,2.2099999999999995
HENNEPIN,270530233002,All pollutant sum,1.57,2.58e-5,2.5799999999999996
HENNEPIN,270530233003,All pollutant sum,1.4,2.42e-5,2.4199999999999995
HENNEPIN,270530233004,All pollutant sum,1.18,2.09e-5,2.09
HENNEPIN,270530234001,All pollutant sum,1.56,2.93e-5,2.9299999999999997
HENNEPIN,270530234002,All pollutant sum,1.25,2.16e-5,2.1599999999999997
HENNEPIN,270530234003,All pollutant sum,1.34,1.98e-5,1.9799999999999998
HENNEPIN,270530234004,All pollutant sum,1.48,1.87e-5,1.8699999999999999
HENNEPIN,270530234005,All pollutant sum,1.76,2.12e-5,2.1199999999999997
HENNEPIN,270530235011,All pollutant sum,1.08,2.27e-5,2.2699999999999996
HENNEPIN,270530235012,All pollutant sum,1.13,2.15e-5,2.15
HENNEPIN,270530235013,All pollutant sum,1.17,1.92e-5,1.9199999999999997
HENNEPIN,270530235021,All pollutant sum,0.96,1.85e-5,1.8499999999999996
HENNEPIN,270530235022,All pollutant sum,0.95,1.71e-5,1.7099999999999997
HENNEPIN,270530235023,All pollutant sum,1.08,1.61e-5,1.6099999999999997
HENNEPIN,270530235024,All pollutant sum,0.99,1.6e-5,1.5999999999999999
HENNEPIN,270530235025,All pollutant sum,1.16,1.86e-5,1.86
HENNEPIN,270530236001,All pollutant sum,0.92,2.01e-5,2.01
HENNEPIN,270530236002,All pollutant sum,0.97,2.08e-5,2.08
HENNEPIN,270530236003,All pollutant sum,0.97,2.11e-5,2.11
HENNEPIN,270530237001,All pollutant sum,1.03,2.2e-5,2.1999999999999997
HENNEPIN,270530237002,All pollutant sum,1,2.14e-5,2.1399999999999997
HENNEPIN,270530237003,All pollutant sum,0.93,1.82e-5,1.8199999999999996
HENNEPIN,270530237004,All pollutant sum,0.93,1.66e-5,1.66
HENNEPIN,270530238011,All pollutant sum,0.87,1.91e-5,1.91
HENNEPIN,270530238012,All pollutant sum,0.88,1.92e-5,1.9199999999999997
HENNEPIN,270530238013,All pollutant sum,0.96,2.12e-5,2.1199999999999997
HENNEPIN,270530238014,All pollutant sum,0.94,2.04e-5,2.04
HENNEPIN,270530238015,All pollutant sum,1.01,2.18e-5,2.18
HENNEPIN,270530238021,All pollutant sum,0.9,2.04e-5,2.04
HENNEPIN,270530238022,All pollutant sum,0.93,2.11e-5,2.11
HENNEPIN,270530238023,All pollutant sum,0.9,2e-5,2
HENNEPIN,270530239011,All pollutant sum,0.96,2.01e-5,2.01
HENNEPIN,270530239012,All pollutant sum,0.96,1.67e-5,1.6699999999999997
HENNEPIN,270530239013,All pollutant sum,0.88,1.61e-5,1.6099999999999997
HENNEPIN,270530239021,All pollutant sum,0.94,1.49e-5,1.4899999999999998
HENNEPIN,270530239022,All pollutant sum,1.14,1.66e-5,1.66
HENNEPIN,270530239031,All pollutant sum,0.86,1.42e-5,1.42
HENNEPIN,270530239032,All pollutant sum,1.04,1.64e-5,1.6399999999999997
HENNEPIN,270530239033,All pollutant sum,0.94,1.7e-5,1.7
HENNEPIN,270530240031,All pollutant sum,0.86,1.75e-5,1.7499999999999998
HENNEPIN,270530240032,All pollutant sum,0.84,1.69e-5,1.69
HENNEPIN,270530240033,All pollutant sum,0.84,1.75e-5,1.7499999999999998
HENNEPIN,270530240041,All pollutant sum,1.27,2.36e-5,2.36
HENNEPIN,270530240042,All pollutant sum,1.05,2.18e-5,2.18
HENNEPIN,270530240043,All pollutant sum,0.97,2.09e-5,2.09
HENNEPIN,270530240051,All pollutant sum,1,2.05e-5,2.05
HENNEPIN,270530240052,All pollutant sum,0.96,2.14e-5,2.1399999999999997
HENNEPIN,270530240061,All pollutant sum,0.93,1.84e-5,1.8399999999999999
HENNEPIN,270530240062,All pollutant sum,0.96,2.06e-5,2.0599999999999996
HENNEPIN,270530241001,All pollutant sum,1.13,2.4e-5,2.4
