county,geoid,pollutant,noncancer_air_risk,cancer_air_risk,combined_air_score
RENVILLE,271297906001,All pollutant sum,0.17,3.41e-6,0.34099999999999997
RENVILLE,271297906002,All pollutant sum,0.04,5.42e-7,0.05419999999999999
RENVILLE,271297906003,All pollutant sum,0.07,8.55e-7,0.08549999999999999
RENVILLE,271297906004,All pollutant sum,0.11,2.05e-6,0.20499999999999996
RICE,271310701001,All pollutant sum,0.16,2.4e-6,0.23999999999999996
RICE,271310701002,All pollutant sum,0.13,1.66e-6,0.16599999999999998
RICE,271310701003,All pollutant sum,0.23,4.34e-6,0.43399999999999994
RICE,271310702001,All pollutant sum,0.11,1.84e-6,0.18399999999999997
RICE,271310702002,All pollutant sum,0.08,1.2e-6,0.11999999999999998
RICE,271310702003,All pollutant sum,0.13,1.73e-6,0.173
RICE,271310702004,All pollutant sum,0.12,1.92e-6,0.19199999999999998
RICE,271310703001,All pollutant sum,0.16,3.17e-6,0.317
RICE,271310703002,All pollutant sum,0.1,2.12e-6,0.212
RICE,271310703003,All pollutant sum,0.07,1.28e-6,0.128
RICE,271310703004,All pollutant sum,0.08,1.21e-6,0.121
RICE,271310703005,All pollutant sum,0.1,1.69e-6,0.16899999999999998
RICE,271310704001,All pollutant sum,0.1,1.98e-6,0.19799999999999998
RICE,271310704002,All pollutant sum,0.08,8.91e-7,0.0891
RICE,271310704003,All pollutant sum,0.12,2.06e-6,0.206
RICE,271310704004,All pollutant sum,0.09,1.63e-6,0.163
RICE,271310705011,All pollutant sum,0.29,5.65e-6,0.565
RICE,271310705012,All pollutant sum,0.33,7.21e-6,0.7209999999999999
RICE,271310705031,All pollutant sum,0.33,7.28e-6,0.7279999999999999
RICE,271310705041,All pollutant sum,0.26,5.61e-6,0.5609999999999999
RICE,271310705042,All pollutant sum,0.37,8.48e-6,0.848
RICE,271310706011,All pollutant sum,0.39,7.01e-6,0.701
RICE,271310706012,All pollutant sum,0.33,7.18e-6,0.718
RICE,271310706013,All pollutant sum,0.31,6.9e-6,0.69
RICE,271310706014,All pollutant sum,0.38,8.44e-6,0.844
RICE,271310706021,All pollutant sum,0.23,4.53e-6,0.45299999999999996
RICE,271310706022,All pollutant sum,0.18,3.38e-6,0.33799999999999997
RICE,271310707001,All pollutant sum,0.16,3.47e-6,0.347
RICE,271310707002,All pollutant sum,0.36,7.98e-6,0.7979999999999999
RICE,271310707003,All pollutant sum,0.19,4.44e-6,0.44399999999999995
RICE,271310707004,All pollutant sum,0.46,1.07e-5,1.0699999999999998
RICE,271310708001,All pollutant sum,0.25,6.17e-6,0.617
RICE,271310708002,All pollutant sum,0.33,8.99e-6,0.8989999999999999
RICE,271310708003,All pollutant sum,0.36,9.01e-6,0.9009999999999999
RICE,271310708004,All pollutant sum,0.33,8.7e-6,0.8699999999999999
RICE,271310708005,All pollutant sum,0.38,9.9e-6,0.9899999999999999
RICE,271310708006,All pollutant sum,0.35,9.45e-6,0.9449999999999998
RICE,271310709011,All pollutant sum,0.52,1.1e-5,1.0999999999999999
RICE,271310709012,All pollutant sum,0.45,9.11e-6,0.9109999999999998
RICE,271310709013,All pollutant sum,0.49,8.44e-6,0.844
RICE,271310709014,All pollutant sum,0.51,1.19e-5,1.19
RICE,271310709021,All pollutant sum,0.35,8.05e-6,0.8049999999999998
RICE,271310709022,All pollutant sum,0.49,1.2e-5,1.2
ROCK,271335701001,All pollutant sum,0.07,3.76e-7,0.07
ROCK,271335701002,All pollutant sum,0.09,4.91e-7,0.09
ROCK,271335701003,All pollutant sum,0.1,7.9e-7,0.1
ROCK,271335702001,All pollutant sum,0.15,2.34e-6,0.23399999999999999
ROCK,271335702002,All pollutant sum,0.2,3.83e-6,0.38299999999999995
ROCK,271335702003,All pollutant sum,0.22,3.76e-6,0.37599999999999995
ROCK,271335703001,All pollutant sum,0.1,7.39e-7,0.1
ROCK,271335703002,All pollutant sum,0.07,4.04e-7,0.07
ROCK,271335703003,All pollutant sum,0.21,3.33e-6,0.33299999999999996
ROSEAU,271359701001,All pollutant sum,0.04,8.07e-7,0.0807
ROSEAU,271359701002,All pollutant sum,0.22,3.98e-6,0.39799999999999996
ROSEAU,271359702001,All pollutant sum,0.03,5.19e-7,0.0519
ROSEAU,271359702002,All pollutant sum,0.04,7.61e-7,0.07609999999999999
ROSEAU,271359703001,All pollutant sum,0.55,1.92e-5,1.9199999999999997
ROSEAU,271359703002,All pollutant sum,0.38,1.21e-5,1.2099999999999997
ROSEAU,271359703003,All pollutant sum,0.63,1.95e-5,1.9499999999999997
ROSEAU,271359703004,All pollutant sum,0.1,2.56e-6,0.256
ROSEAU,271359704001,All pollutant sum,0.04,7.7e-7,0.077
ROSEAU,271359704002,All pollutant sum,0.04,7.98e-7,0.0798
ROSEAU,271359704003,All pollutant sum,0.02,4.02e-7,0.0402
ROSEAU,271359705001,All pollutant sum,0.04,5.46e-7,0.0546
ROSEAU,271359705002,All pollutant sum,0.03,4.52e-7,0.0452
ST. LOUIS,271370001001,All pollutant sum,0.12,3.17e-6,0.317
ST. LOUIS,271370001002,All pollutant sum,0.18,5.23e-6,0.5229999999999999
ST. LOUIS,271370001003,All pollutant sum,0.16,4.65e-6,0.465
ST. LOUIS,271370001004,All pollutant sum,0.2,5.95e-6,0.595
ST. LOUIS,271370002001,All pollutant sum,0.52,9.93e-6,0.9929999999999999
ST. LOUIS,271370002002,All pollutant sum,0.59,1.7e-5,1.7
ST. LOUIS,271370002003,All pollutant sum,0.32,9.18e-6,0.9179999999999999
ST. LOUIS,271370002004,All pollutant sum,0.1,2.35e-6,0.235
ST. LOUIS,271370003001,All pollutant sum,0.13,2.52e-6,0.252
ST. LOUIS,271370003002,All pollutant sum,0.15,4.22e-6,0.422
ST. LOUIS,271370003003,All pollutant sum,0.17,4.92e-6,0.492
ST. LOUIS,271370003004,All pollutant sum,0.25,7.24e-6,0.724
ST. LOUIS,271370003005,All pollutant sum,0.18,5.08e-6,0.5079999999999999
ST. LOUIS,271370004001,All pollutant sum,0.09,2.2e-6,0.22
ST. LOUIS,271370004002,All pollutant sum,0.12,3.15e-6,0.31499999999999995
ST. LOUIS,271370004003,All pollutant sum,0.2,5.8e-6,0.58
ST. LOUIS,271370004004,All pollutant sum,0.24,7e-6,0.7
ST. LOUIS,271370005001,All pollutant sum,0.18,5.45e-6,0.545
ST. LOUIS,271370005002,All pollutant sum,0.22,6.73e-6,0.6729999999999999
ST. LOUIS,271370005003,All pollutant sum,0.41,1.24e-5,1.24
ST. LOUIS,271370006001,All pollutant sum,0.71,1.7e-5,1.7
ST. LOUIS,271370006002,All pollutant sum,0.67,1.8e-5,1.7999999999999998
ST. LOUIS,271370006003,All pollutant sum,0.49,1.41e-5,1.41
ST. LOUIS,271370006004,All pollutant sum,0.33,9.52e-6,0.952
ST. LOUIS,271370006005,All pollutant sum,0.46,8.64e-6,0.864
ST. LOUIS,271370007001,All pollutant sum,0.43,9.67e-6,0.967
ST. LOUIS,271370007002,All pollutant sum,0.43,1.21e-5,1.2099999999999997
ST. LOUIS,271370007003,All pollutant sum,0.52,1.09e-5,1.09
ST. LOUIS,271370009001,All pollutant sum,0.44,1.36e-5,1.3599999999999999
ST. LOUIS,271370009002,All pollutant sum,0.25,7.58e-6,0.758
ST. LOUIS,271370009003,All pollutant sum,0.48,1.51e-5,1.5099999999999998
ST. LOUIS,271370009004,All pollutant sum,0.53,1.61e-5,1.6099999999999997
ST. LOUIS,271370010001,All pollutant sum,0.57,1.7e-5,1.7
ST. LOUIS,271370011001,All pollutant sum,0.48,1.18e-5,1.18
ST. LOUIS,271370012001,All pollutant sum,0.64,1.93e-5,1.93
ST. LOUIS,271370012002,All pollutant sum,0.65,1.77e-5,1.7699999999999998
ST. LOUIS,271370013001,All pollutant sum,0.65,1.94e-5,1.94
ST. LOUIS,271370013002,All pollutant sum,0.75,1.89e-5,1.8899999999999997
ST. LOUIS,271370014001,All pollutant sum,0.59,1.61e-5,1.6099999999999997
ST. LOUIS,271370014002,All pollutant sum,0.64,1.6e-5,1.5999999999999999
ST. LOUIS,271370014003,All pollutant sum,0.64,1.52e-5,1.5199999999999998
ST. LOUIS,271370016001,All pollutant sum,0.59,1.62e-5,1.6199999999999999
ST. LOUIS,271370016002,All pollutant sum,0.59,1.68e-5,1.6799999999999997
ST. LOUIS,271370017001,All pollutant sum,0.75,1.59e-5,1.5899999999999999
ST. LOUIS,271370017002,All pollutant sum,0.69,1.44e-5,1.4399999999999997
ST. LOUIS,271370018001,All pollutant sum,0.26,7.82e-6,0.7819999999999999
ST. LOUIS,271370018002,All pollutant sum,0.37,1.08e-5,1.0799999999999998
ST. LOUIS,271370018003,All pollutant sum,0.69,2.03e-5,2.03
ST. LOUIS,271370019001,All pollutant sum,0.71,1.71e-5,1.7099999999999997
ST. LOUIS,271370019002,All pollutant sum,0.71,1.63e-5,1.63
ST. LOUIS,271370020001,All pollutant sum,0.34,9.68e-6,0.968
ST. LOUIS,271370020002,All pollutant sum,0.6,1.68e-5,1.6799999999999997
ST. LOUIS,271370022001,All pollutant sum,0.18,3.11e-6,0.31099999999999994
ST. LOUIS,271370023001,All pollutant sum,0.23,7.07e-6,0.707
ST. LOUIS,271370023002,All pollutant sum,0.15,4.34e-6,0.43399999999999994
ST. LOUIS,271370023003,All pollutant sum,0.2,6.06e-6,0.6059999999999999
ST. LOUIS,271370023004,All pollutant sum,0.22,6.57e-6,0.6569999999999999
ST. LOUIS,271370024001,All pollutant sum,0.29,8.46e-6,0.846
ST. LOUIS,271370026001,All pollutant sum,0.35,1e-5,1
ST. LOUIS,271370026002,All pollutant sum,0.27,7.52e-6,0.7519999999999999
ST. LOUIS,271370029001,All pollutant sum,0.14,3.93e-6,0.3929999999999999
ST. LOUIS,271370029002,All pollutant sum,0.13,3.56e-6,0.3559999999999999
ST. LOUIS,271370030001,All pollutant sum,0.47,1.37e-5,1.3699999999999999
ST. LOUIS,271370030002,All pollutant sum,0.2,5.57e-6,0.5569999999999999
ST. LOUIS,271370033001,All pollutant sum,0.59,1.7e-5,1.7
ST. LOUIS,271370033002,All pollutant sum,0.53,1.58e-5,1.58
ST. LOUIS,271370033003,All pollutant sum,0.3,8.41e-6,0.841
ST. LOUIS,271370034001,All pollutant sum,0.51,1.41e-5,1.41
ST. LOUIS,271370034002,All pollutant sum,0.25,6.28e-6,0.628
ST. LOUIS,271370036001,All pollutant sum,0.18,4.92e-6,0.492
ST. LOUIS,271370036002,All pollutant sum,0.16,4.06e-6,0.40599999999999997
ST. LOUIS,271370037001,All pollutant sum,0.13,3.23e-6,0.32299999999999995
ST. LOUIS,271370037002,All pollutant sum,0.18,4.62e-6,0.46199999999999997
ST. LOUIS,271370038001,All pollutant sum,0.16,4.55e-6,0.4549999999999999
ST. LOUIS,271370038002,All pollutant sum,0.1,2.37e-6,0.237
ST. LOUIS,271370038003,All pollutant sum,0.06,1.32e-6,0.132
ST. LOUIS,271370101001,All pollutant sum,0.14,3.36e-6,0.33599999999999997
ST. LOUIS,271370101002,All pollutant sum,0.29,8.49e-6,0.849
ST. LOUIS,271370101003,All pollutant sum,0.12,3.29e-6,0.32899999999999996
ST. LOUIS,271370102001,All pollutant sum,0.07,1.65e-6,0.165
ST. LOUIS,271370103001,All pollutant sum,0.06,1.44e-6,0.144
ST. LOUIS,271370103002,All pollutant sum,0.12,2.93e-6,0.293
ST. LOUIS,271370103003,All pollutant sum,0.06,1.51e-6,0.151
ST. LOUIS,271370103004,All pollutant sum,0.08,2.11e-6,0.211
ST. LOUIS,271370103005,All pollutant sum,0.09,2.73e-6,0.27299999999999996
ST. LOUIS,271370104001,All pollutant sum,0.04,1e-6,0.09999999999999999
ST. LOUIS,271370104002,All pollutant sum,0.04,1.03e-6,0.103
ST. LOUIS,271370105001,All pollutant sum,0.03,5.15e-7,0.0515
ST. LOUIS,271370105002,All pollutant sum,0.05,1.13e-6,0.11299999999999999
ST. LOUIS,271370106001,All pollutant sum,0.03,4.99e-7,0.0499
ST. LOUIS,271370106002,All pollutant sum,0.03,6.69e-7,0.06689999999999999
ST. LOUIS,271370106003,All pollutant sum,0.04,9.12e-7,0.09119999999999999
ST. LOUIS,271370106004,All pollutant sum,0.04,1.03e-6,0.103
ST. LOUIS,271370111001,All pollutant sum,0.04,8.94e-7,0.0894
ST. LOUIS,271370111002,All pollutant sum,0.04,8.36e-7,0.0836
ST. LOUIS,271370111003,All pollutant sum,0.03,7.44e-7,0.0744
ST. LOUIS,271370111004,All pollutant sum,0.04,7.44e-7,0.0744
ST. LOUIS,271370111005,All pollutant sum,0.05,1.04e-6,0.104
ST. LOUIS,271370112001,All pollutant sum,0.04,6.86e-7,0.0686
ST. LOUIS,271370112002,All pollutant sum,0.04,7.54e-7,0.0754
ST. LOUIS,271370112003,All pollutant sum,0.03,5.53e-7,0.0553
ST. LOUIS,271370112004,All pollutant sum,0.03,6.08e-7,0.0608
ST. LOUIS,271370113001,All pollutant sum,0.08,1.43e-6,0.143
ST. LOUIS,271370113002,All pollutant sum,0.18,3.32e-6,0.33199999999999996
ST. LOUIS,271370113003,All pollutant sum,0.09,1.63e-6,0.163
ST. LOUIS,271370114001,All pollutant sum,0.23,4.3e-6,0.43
ST. LOUIS,271370114002,All pollutant sum,0.06,9.99e-7,0.0999
ST. LOUIS,271370114003,All pollutant sum,0.05,1.06e-6,0.106
ST. LOUIS,271370114004,All pollutant sum,0.2,3.63e-6,0.363
ST. LOUIS,271370121001,All pollutant sum,0.44,5.74e-6,0.574
ST. LOUIS,271370121002,All pollutant sum,0.34,6.26e-6,0.626
ST. LOUIS,271370121003,All pollutant sum,0.16,2.96e-6,0.296
ST. LOUIS,271370121004,All pollutant sum,0.33,7.25e-6,0.725
ST. LOUIS,271370121005,All pollutant sum,0.21,4.14e-6,0.414
ST. LOUIS,271370122001,All pollutant sum,0.94,2.42e-5,2.4199999999999995
ST. LOUIS,271370122002,All pollutant sum,0.92,2.36e-5,2.36
ST. LOUIS,271370122003,All pollutant sum,0.48,9.48e-6,0.948
ST. LOUIS,271370123001,All pollutant sum,1.24,3.41e-5,3.41
ST. LOUIS,271370123002,All pollutant sum,1.33,3.63e-5,3.63
ST. LOUIS,271370123003,All pollutant sum,1.06,2.73e-5,2.7299999999999995
ST. LOUIS,271370123004,All pollutant sum,1.1,2.86e-5,2.86
ST. LOUIS,271370124001,All pollutant sum,0.85,2.2e-5,2.1999999999999997
ST. LOUIS,271370124002,All pollutant sum,0.78,2.07e-5,2.07
ST. LOUIS,271370124003,All pollutant sum,0.66,1.68e-5,1.6799999999999997
ST. LOUIS,271370124004,All pollutant sum,0.56,1.34e-5,1.3399999999999999
ST. LOUIS,271370124005,All pollutant sum,0.43,9.78e-6,0.9779999999999999
ST. LOUIS,271370125001,All pollutant sum,0.67,1.69e-5,1.69
ST. LOUIS,271370125002,All pollutant sum,1.02,2.81e-5,2.8099999999999996
ST. LOUIS,271370125003,All pollutant sum,1.32,3.78e-5,3.7799999999999994
ST. LOUIS,271370126001,All pollutant sum,0.41,1.01e-5,1.01
ST. LOUIS,271370126002,All pollutant sum,0.54,1.39e-5,1.39
ST. LOUIS,271370126003,All pollutant sum,0.29,6.65e-6,0.6649999999999999
ST. LOUIS,271370126004,All pollutant sum,0.5,1.1e-5,1.0999999999999999
ST. LOUIS,271370126005,All pollutant sum,0.56,1.4e-5,1.4
ST. LOUIS,271370126006,All pollutant sum,0.38,8.19e-6,0.8189999999999998
ST. LOUIS,271370127001,All pollutant sum,0.25,4.38e-6,0.438
ST. LOUIS,271370127002,All pollutant sum,0.24,5.3e-6,0.5299999999999999
ST. LOUIS,271370128001,All pollutant sum,0.9,1.5e-5,1.5
ST. LOUIS,271370128002,All pollutant sum,1.03,1.99e-5,1.9899999999999998
ST. LOUIS,271370128003,All pollutant sum,0.62,9.78e-6,0.9779999999999999
ST. LOUIS,271370128004,All pollutant sum,0.96,1.1e-5,1.0999999999999999
ST. LOUIS,271370130001,All pollutant sum,0.79,1.59e-5,1.5899999999999999
ST. LOUIS,271370130002,All pollutant sum,0.97,2.36e-5,2.36
ST. LOUIS,271370130003,All pollutant sum,0.9,1.88e-5,1.88
ST. LOUIS,271370131001,All pollutant sum,1.09,2.5e-5,2.5
ST. LOUIS,271370131002,All pollutant sum,1.13,2.56e-5,2.5599999999999996
ST. LOUIS,271370131003,All pollutant sum,1.61,4.1e-5,4.1
ST. LOUIS,271370131004,All pollutant sum,1.64,4.22e-5,4.22
ST. LOUIS,271370132001,All pollutant sum,0.53,9.32e-6,0.9319999999999999
ST. LOUIS,271370132002,All pollutant sum,0.91,1.76e-5,1.76
ST. LOUIS,271370132003,All pollutant sum,1.09,2.36e-5,2.36
ST. LOUIS,271370132004,All pollutant sum,1.15,2.64e-5,2.64
ST. LOUIS,271370133001,All pollutant sum,1.64,2.02e-5,2.02
ST. LOUIS,271370133002,All pollutant sum,1.1,1.74e-5,1.7399999999999998
ST. LOUIS,271370133003,All pollutant sum,1.23,2.56e-5,2.5599999999999996
ST. LOUIS,271370133004,All pollutant sum,1.16,2.18e-5,2.18
ST. LOUIS,271370133005,All pollutant sum,0.66,1.19e-5,1.19
ST. LOUIS,271370134001,All pollutant sum,0.32,5.91e-6,0.591
ST. LOUIS,271370134002,All pollutant sum,0.45,8.08e-6,0.8079999999999999
ST. LOUIS,271370134003,All pollutant sum,0.34,6.09e-6,0.609
ST. LOUIS,271370134004,All pollutant sum,0.46,8.93e-6,0.8929999999999998
ST. LOUIS,271370135001,All pollutant sum,0.34,6.51e-6,0.651
ST. LOUIS,271370135002,All pollutant sum,0.5,8.92e-6,0.8919999999999999
ST. LOUIS,271370135003,All pollutant sum,0.4,7.58e-6,0.758
ST. LOUIS,271370136001,All pollutant sum,0.21,4.37e-6,0.43699999999999994
ST. LOUIS,271370136002,All pollutant sum,0.21,4.19e-6,0.41899999999999993
ST. LOUIS,271370138001,All pollutant sum,0.23,5.42e-6,0.5419999999999999
ST. LOUIS,271370138002,All pollutant sum,0.28,6.63e-6,0.6629999999999999
ST. LOUIS,271370138003,All pollutant sum,0.18,3.99e-6,0.39899999999999997
ST. LOUIS,271370139001,All pollutant sum,0.11,2.01e-6,0.20099999999999996
ST. LOUIS,271370139002,All pollutant sum,0.15,2.8e-6,0.27999999999999997
ST. LOUIS,271370139003,All pollutant sum,0.14,2.64e-6,0.264
ST. LOUIS,271370140001,All pollutant sum,0.16,2.25e-6,0.22499999999999998
ST. LOUIS,271370140002,All pollutant sum,0.12,2.19e-6,0.219
ST. LOUIS,271370141001,All pollutant sum,0.06,8.87e-7,0.0887
ST. LOUIS,271370141002,All pollutant sum,0.12,3.02e-6,0.302
ST. LOUIS,271370151001,All pollutant sum,0.16,3e-6,0.3
ST. LOUIS,271370151002,All pollutant sum,0.23,4.19e-6,0.41899999999999993
ST. LOUIS,271370151003,All pollutant sum,0.24,4.74e-6,0.474
ST. LOUIS,271370151004,All pollutant sum,0.21,4.21e-6,0.421
ST. LOUIS,271370152001,All pollutant sum,0.45,6.92e-6,0.692
ST. LOUIS,271370152002,All pollutant sum,0.22,3.86e-6,0.386
ST. LOUIS,271370152003,All pollutant sum,0.16,2.87e-6,0.287
ST. LOUIS,271370152004,All pollutant sum,0.2,3.67e-6,0.367
ST. LOUIS,271370153001,All pollutant sum,0.18,4.58e-6,0.45799999999999996
ST. LOUIS,271370153002,All pollutant sum,0.5,1.39e-5,1.39
ST. LOUIS,271370153003,All pollutant sum,0.32,9.11e-6,0.9109999999999998
ST. LOUIS,271370153004,All pollutant sum,0.37,1.09e-5,1.09
ST. LOUIS,271370153005,All pollutant sum,0.15,3.59e-6,0.359
ST. LOUIS,271370154001,All pollutant sum,0.05,1.01e-6,0.10099999999999999
ST. LOUIS,271370154002,All pollutant sum,0.06,1.08e-6,0.108
ST. LOUIS,271370154003,All pollutant sum,0.1,1.83e-6,0.183
ST. LOUIS,271370154004,All pollutant sum,0.11,2.22e-6,0.22199999999999998
ST. LOUIS,271370155001,All pollutant sum,0.04,6.23e-7,0.062299999999999994
ST. LOUIS,271370155002,All pollutant sum,0.03,6.28e-7,0.0628
ST. LOUIS,271370155003,All pollutant sum,0.07,1.33e-6,0.13299999999999998
ST. LOUIS,271370155004,All pollutant sum,0.1,1.91e-6,0.19099999999999998
ST. LOUIS,271370156001,All pollutant sum,0.47,9.95e-6,0.9949999999999999
ST. LOUIS,271370156002,All pollutant sum,0.58,1.26e-5,1.2599999999999998
ST. LOUIS,271370156003,All pollutant sum,0.59,1.58e-5,1.58
ST. LOUIS,271370157001,All pollutant sum,0.43,1.24e-5,1.24
ST. LOUIS,271370157002,All pollutant sum,0.32,8.84e-6,0.8839999999999999
ST. LOUIS,271370157003,All pollutant sum,0.21,5.92e-6,0.592
ST. LOUIS,271370157004,All pollutant sum,0.57,1.75e-5,1.7499999999999998
ST. LOUIS,271370158001,All pollutant sum,0.49,1.33e-5,1.3299999999999998
ST. LOUIS,271370158002,All pollutant sum,0.35,8.18e-6,0.818
ST. LOUIS,271370158003,All pollutant sum,0.55,1.52e-5,1.5199999999999998
ST. LOUIS,271370158004,All pollutant sum,0.51,1.4e-5,1.4
ST. LOUIS,271370158005,All pollutant sum,0.57,1.62e-5,1.6199999999999999
ST. LOUIS,271379901000,All pollutant sum,0.05,1.06e-6,0.106
SCOTT,271390801001,All pollutant sum,0.52,1.03e-5,1.0299999999999998
SCOTT,271390801002,All pollutant sum,0.56,1.15e-5,1.15
SCOTT,271390802011,All pollutant sum,0.39,8.4e-6,0.8399999999999999
SCOTT,271390802012,All pollutant sum,0.39,7.82e-6,0.7819999999999999
SCOTT,271390802021,All pollutant sum,0.38,7.47e-6,0.7469999999999999
SCOTT,271390802022,All pollutant sum,0.38,7.66e-6,0.7659999999999999
SCOTT,271390802031,All pollutant sum,0.47,9.98e-6,0.9979999999999999
SCOTT,271390802032,All pollutant sum,0.51,9.55e-6,0.955
SCOTT,271390802033,All pollutant sum,0.59,1.01e-5,1.01
SCOTT,271390802034,All pollutant sum,0.53,9.46e-6,0.9459999999999998
SCOTT,271390802041,All pollutant sum,0.4,8.3e-6,0.83
SCOTT,271390802042,All pollutant sum,0.33,5.8e-6,0.58
SCOTT,271390802051,All pollutant sum,0.36,6.36e-6,0.636
SCOTT,271390802052,All pollutant sum,0.47,8.49e-6,0.849
SCOTT,271390802053,All pollutant sum,0.45,9.38e-6,0.938
SCOTT,271390802054,All pollutant sum,0.41,8.07e-6,0.807
SCOTT,271390802055,All pollutant sum,0.39,7.98e-6,0.7979999999999999
SCOTT,271390803011,All pollutant sum,0.38,7.47e-6,0.7469999999999999
SCOTT,271390803012,All pollutant sum,0.38,7.84e-6,0.7839999999999999
SCOTT,271390803013,All pollutant sum,0.35,7.7e-6,0.77
SCOTT,271390803021,All pollutant sum,0.35,7.67e-6,0.7669999999999999
SCOTT,271390803022,All pollutant sum,0.23,4.03e-6,0.403
SCOTT,271390803023,All pollutant sum,0.31,6.38e-6,0.6379999999999999
SCOTT,271390804001,All pollutant sum,0.36,7.41e-6,0.741
SCOTT,271390804002,All pollutant sum,0.51,9.12e-6,0.912
SCOTT,271390804003,All pollutant sum,0.39,7.76e-6,0.7759999999999999
SCOTT,271390805001,All pollutant sum,0.34,6.45e-6,0.6449999999999999
SCOTT,271390805002,All pollutant sum,0.35,7.32e-6,0.732
SCOTT,271390806001,All pollutant sum,0.35,7.38e-6,0.7379999999999999
SCOTT,271390806002,All pollutant sum,0.31,6.79e-6,0.6789999999999999
SCOTT,271390807001,All pollutant sum,0.22,4.13e-6,0.413
SCOTT,271390807002,All pollutant sum,0.23,4.66e-6,0.46599999999999997
SCOTT,271390808001,All pollutant sum,0.18,3.2e-6,0.31999999999999995
SCOTT,271390808002,All pollutant sum,0.24,4.16e-6,0.416
SCOTT,271390808003,All pollutant sum,0.14,2.08e-6,0.208
SCOTT,271390809031,All pollutant sum,0.27,5.19e-6,0.519
SCOTT,271390809032,All pollutant sum,0.3,5.48e-6,0.5479999999999999
SCOTT,271390809033,All pollutant sum,0.21,3.5e-6,0.35
SCOTT,271390809041,All pollutant sum,0.41,6.62e-6,0.6619999999999999
SCOTT,271390809042,All pollutant sum,0.31,5.6e-6,0.5599999999999999
SCOTT,271390809043,All pollutant sum,0.29,5.33e-6,0.5329999999999999
SCOTT,271390809051,All pollutant sum,0.32,6.3e-6,0.6299999999999999
SCOTT,271390809052,All pollutant sum,0.35,7.06e-6,0.706
SCOTT,271390809053,All pollutant sum,0.42,8.87e-6,0.8869999999999999
SCOTT,271390809061,All pollutant sum,0.34,6.41e-6,0.6409999999999999
SCOTT,271390809062,All pollutant sum,0.33,6.12e-6,0.612
SCOTT,271390809063,All pollutant sum,0.36,5.84e-6,0.584
SCOTT,271390810001,All pollutant sum,0.25,3.95e-6,0.395
SCOTT,271390810002,All pollutant sum,0.21,3.2e-6,0.31999999999999995
SCOTT,271390810003,All pollutant sum,0.16,2.44e-6,0.24399999999999997
SCOTT,271390811001,All pollutant sum,0.14,2.06e-6,0.206
SCOTT,271390811002,All pollutant sum,0.16,2.3e-6,0.22999999999999998
SCOTT,271390811003,All pollutant sum,0.23,4.01e-6,0.4009999999999999
SCOTT,271390811004,All pollutant sum,0.27,3.94e-6,0.394
SCOTT,271390812001,All pollutant sum,0.23,1.92e-6,0.23
SCOTT,271390812002,All pollutant sum,0.65,4.07e-6,0.65
SCOTT,271390812003,All pollutant sum,1.74,5.34e-6,1.74
SCOTT,271390813001,All pollutant sum,0.08,9.36e-7,0.09359999999999999
SCOTT,271390813002,All pollutant sum,0.09,1.36e-6,0.13599999999999998
SCOTT,271390813003,All pollutant sum,0.09,1.51e-6,0.151
SCOTT,271390813004,All pollutant sum,0.11,1.93e-6,0.193
SHERBURNE,271410301011,All pollutant sum,0.12,2.91e-6,0.291
SHERBURNE,271410301012,All pollutant sum,0.14,3.13e-6,0.313
SHERBURNE,271410301013,All pollutant sum,0.15,3.44e-6,0.344
SHERBURNE,271410301014,All pollutant sum,0.2,4.46e-6,0.44599999999999995
SHERBURNE,271410301021,All pollutant sum,0.17,2.98e-6,0.298
SHERBURNE,271410301022,All pollutant sum,0.1,2.49e-6,0.24899999999999997
SHERBURNE,271410301023,All pollutant sum,0.12,2.77e-6,0.27699999999999997
SHERBURNE,271410302001,All pollutant sum,0.1,2.43e-6,0.243
SHERBURNE,271410302002,All pollutant sum,0.07,1.59e-6,0.159
SHERBURNE,271410303001,All pollutant sum,0.21,4.09e-6,0.409
SHERBURNE,271410303002,All pollutant sum,0.11,2.2e-6,0.22
SHERBURNE,271410303003,All pollutant sum,0.09,1.97e-6,0.197
SHERBURNE,271410303004,All pollutant sum,0.17,3.92e-6,0.39199999999999996
SHERBURNE,271410303005,All pollutant sum,0.13,3.06e-6,0.306
SHERBURNE,271410304021,All pollutant sum,0.24,5.72e-6,0.572
SHERBURNE,271410304022,All pollutant sum,0.26,6.95e-6,0.695
SHERBURNE,271410304023,All pollutant sum,0.32,7.1e-6,0.71
SHERBURNE,271410304024,All pollutant sum,0.26,6.05e-6,0.6049999999999999
SHERBURNE,271410304025,All pollutant sum,0.16,3.82e-6,0.38199999999999995
SHERBURNE,271410304031,All pollutant sum,0.13,3.21e-6,0.321
SHERBURNE,271410304032,All pollutant sum,0.16,3.96e-6,0.39599999999999996
SHERBURNE,271410304033,All pollutant sum,0.22,5.52e-6,0.5519999999999999
SHERBURNE,271410304041,All pollutant sum,0.14,3.1e-6,0.31
SHERBURNE,271410304042,All pollutant sum,0.12,2.68e-6,0.268
SHERBURNE,271410304043,All pollutant sum,0.2,4.67e-6,0.46699999999999997
SHERBURNE,271410304044,All pollutant sum,0.09,1.96e-6,0.19599999999999998
SHERBURNE,271410305021,All pollutant sum,0.33,8.52e-6,0.8519999999999999
