air_monitor,site_catid,aqs_id,date,day_obs,mean_24hr,pollutant,latitude,longitude,max_8hr,range_of_24hr_mean,year,month,day,temp_f_sunup_max,temp_f_max,temp_f_sunup_avg,temp_f_avg,temp_f_morning_avg,temp_f_afternoon_avg,temp_f_sunup_min,temp_f_min,temp_f_sunup_range,temp_f_range,winddir_mode,winddir_sunup_mode,wind_calm,wind_from_n,wind_from_ne,wind_from_e,wind_from_se,wind_from_s,wind_from_sw,wind_from_w,wind_from_nw,windspd_mph_avg,windspd_mph_med,windspd_mph_sunup_avg,windspd_mph_sunup_med,precip_in_sum,precip_in_sunup_sum,precip_in_night_sum,precip_hrs_duration,precip_hrs_duration_sunup,rh_avg,rh_sunup_avg,dewpoint_f_avg,dewpoint_f_sunup_avg,visibility_miles_avg,visibility_miles_min,visibility_miles_sunup_avg,visibility_miles_sunup_min,cloud_cover_sunup_avg,cloud_cover_avg,overcast_sunup_mode,overcast_mode,month_avg_tempf_max,month_avg_tempf_sunup_max,month_tempf_avg,month_tempf_avg_sunup_avg,winddir_prevday_mode,winddir_prev_2day_mode,wind_shift_to_north,precip_prevday_in_sum,precip_prevnight_in_sum,temp_prevday_f_max,temp_prevday_f_avg,temp_24hr_change_f_max,temp_24hr_change_f_avg,temp_prev3days_avg_f_max,temp_3day_change_f_max,temp_prev30_avg_temp_max,temp_prev30_avg_temp_avg,temp_prevmonth_avg_f_max,temp_prevmonth_avg_f_avg,temp_prevmonth_change_f_max,temp_prevmonth_change_f_avg,temp_change_from_site_avg_max,temp_change_from_site_avg_sunup_max,temp_change_from_site_avg,temp_change_from_site_sunup_avg,parcel_start_date,traj_hourz,receptor_heights,origin_heights,origin_coords,parcel_rain,parcel_rh,parcel_sunflux,background_24hr_ozone_17z_ppb_med,background_24hr_pm25_17z_med,background_24hr_ozone_17z_ppb_mean,background_24hr_pm25_17z_mean,nearest_o3_monitor_miles,nearest_pm_monitor_miles
Anoka Airport,27-003-1002,27-003-1002,2010-01-01,21,28.762,OZONE,45.13768,-93.207615,33.38,"28.8, 28.8",2010,1,1,3.07,6.66,1.73,2.763333333333333,2.163333333333333,0.968,0.83,0.77,2.2399999999999998,5.890000000000001,NW,NW,0,0,0,0,0,0,0,0,1,7.04,6.585000000000001,6.293,6.045,0,0,0,0,0,72.25,76.7,-4.177083333333333,-3.856,9.945416666666667,9.54,9.869,9.54,0.72,0.42,Overcast,Clear,23.695,18.73,15.558125,13.118,W,S,FALSE,0,0,17.7,9.506666666666666,-11.04,-6.743333333333332,12.497499999999999,-9.734166666666665,22.35655172413793,15.80903735632184,23.15206896551724,16.579353448275864,-16.49206896551724,-13.81602011494253,-17.035,-15.66,-12.794791666666667,-11.388,,,,,,,,,,,,,,
Anoka Airport,27-003-1002,27-003-1002,2010-01-02,24,25.458,OZONE,45.13768,-93.207615,33.62,"25.5, 25.5",2010,1,2,-11.51,-0.86,-15.544,-9.6575,-14.898333333333333,-16.823999999999998,-18.11,-18.11,6.6,17.25,Calm,Calm,0.8,0,0,0,0,0,0,0,0.2,5.004583333333334,4.705,3.839,3.205,0,0,0,0,0,64.41666666666667,70.8,-18.517916666666668,-22.226,9.99625,9.95,9.991,9.95,0.01,0.02,Clear,Clear,23.695,18.73,15.558125,13.118,NW,W,FALSE,0,0,6.66,2.763333333333333,-7.5200000000000005,-12.420833333333334,6.135,-15.7925,21.539310344827587,14.838563218390805,22.35655172413793,15.80903735632184,-23.21655172413793,-25.46653735632184,-24.555,-30.240000000000002,-25.215625000000003,-28.662,2010-01-01,17,"10, 250, 500","84, 425.7, 849.4","48.452, -95.202; 50.962, -94.431; 51.854, -93.994",0,61.6,246.2,34.1,4.8,34.233333333333334,3.3333333333333335,109,115
Anoka Airport,27-003-1002,27-003-1002,2010-01-03,24,13.833,OZONE,45.13768,-93.207615,27.25,"13.8, 13.8",2010,1,3,-6.6,6.82,-15.007,-8.464583333333334,-15.995000000000001,-15.581999999999999,-18.2,-18.2,11.6,25.02,Calm,Calm,0.9,0,0,0,0,0,0,0,0.1,3.4579166666666667,3.1100000000000003,3.251,3.1100000000000003,0,0,0,0,0,71.5,75.5,-15.259166666666667,-20.455000000000002,9.925833333333333,9.52,9.868,9.52,0.02,0.03,Clear,Clear,23.695,18.73,15.558125,13.118,Calm,NW,FALSE,0,0,-0.86,-9.6575,7.680000000000001,1.192916666666667,-3.4470833333333335,-5.0175,20.852413793103448,13.83889367816092,21.539310344827587,14.838563218390805,-14.719310344827587,-23.30314655172414,-16.875,-25.33,-24.022708333333334,-28.125,2010-01-02,17,"10, 250, 500","555.1, 1069.9, 1435","47.696, -91.922; 47.629, -91.312; 48.485, -91.482",0,34,313,32.8,6.4,32.3,6.266666666666667,62,24
Anoka Airport,27-003-1002,27-003-1002,2010-01-04,24,16.083,OZONE,45.13768,-93.207615,26.25,"16.1, 16.1",2010,1,4,-4.79,8.06,-10.117,-4.710416666666667,-10.58,-10.802,-12.96,-12.96,8.170000000000002,21.020000000000003,Calm,Calm,0.7,0,0,0,0,0,0,0.1,0.2,4.503333333333333,4.6899999999999995,4.433,4.74,0,0,0,0,0,70.45833333333333,75,-12.187916666666666,-15.854,9.979583333333334,9.84,9.96,9.84,0.02,0.01,Clear,Clear,23.695,18.73,15.558125,13.118,Calm,Calm,FALSE,0,0,6.82,-8.464583333333334,1.2400000000000002,3.7541666666666664,-9.061041666666668,4.350625000000001,20.345172413793104,13.100890804597702,20.852413793103448,13.83889367816092,-12.792413793103448,-18.54931034482759,-15.635,-23.52,-20.268541666666668,-23.235,2010-01-03,17,"10, 250, 500","4, 0.7, 137.9","47.187, -94.475; 48.253, -93.827; 49.434, -92.247",0,58.3,298.6,31,6.3,31.233333333333334,8.833333333333332,47,69
Anoka Airport,27-003-1002,27-003-1002,2010-01-05,24,14.625,OZONE,45.13768,-93.207615,21.88,"14.6, 14.6",2010,1,5,-1.16,8.97,-8.106,-2.64125,-8.376666666666667,-9.256,-10.98,-10.98,9.82,19.950000000000003,Calm,Calm,0.8,0,0,0,0,0,0,0,0.2,3.6395833333333334,3.31,3.746,3.89,0,0,0,0,0,64.375,71.4,-11.92875,-14.87,9.982083333333334,9.77,9.977,9.77,0.01,0.01,Clear,Clear,23.695,18.73,15.558125,13.118,Calm,Calm,FALSE,0,0,8.06,-4.710416666666667,0.9100000000000001,2.0691666666666673,-6.5875,3.9462500000000005,19.81896551724138,12.377988505747126,20.345172413793104,13.100890804597702,-11.375172413793104,-15.742140804597701,-14.725,-19.89,-18.199375,-21.224,2010-01-04,17,"10, 250, 500","0, 0.3, 186.4","47.109, -94.939; 48.679, -94.026; 49.614, -92.663",0,53.7,294.1,32,10.2,24.666666666666668,10.166666666666666,58,46
Anoka Airport,27-003-1002,27-003-1002,2010-01-06,24,6,OZONE,45.13768,-93.207615,15.75,"6, 6",2010,1,6,5.65,13.74,-0.6209999999999999,2.2758333333333334,-2.4516666666666667,-0.512,-3.03,-5.99,8.68,19.73,Calm,Calm,0.9,0,0.1,0,0,0,0,0,0,2.5566666666666666,2.48,1.677,1.535,0,0,0,0,0,71.70833333333333,75.2,-4.84,-6.635,9.6175,7.76,9.801,9.59,0.24,0.34,Clear,Clear,23.695,18.73,15.558125,13.118,Calm,Calm,FALSE,0,0,8.97,-2.64125,4.77,4.917083333333333,-3.6758333333333333,5.951666666666666,19.581724137931033,11.803448275862069,19.81896551724138,12.377988505747126,-6.078965517241381,-10.102155172413793,-9.955,-13.08,-13.282291666666667,-13.739,2010-01-05,17,"10, 250, 500","7.8, 70, 530.3","47.138, -93.753; 47.818, -93.261; 48.578, -91.31",0,52.6,305.7,34,4,34,4,46,44
Anoka Airport,27-003-1002,27-003-1002,2010-01-07,24,28.875,OZONE,45.13768,-93.207615,31.12,"28.9, 28.9",2010,1,7,10.45,15.7,8.252,10.123333333333333,10.001666666666667,7.596,6.81,6.81,3.6399999999999997,8.89,N,N,0,1,0,0,0,0,0,0,0,13.025833333333333,14.780000000000001,14.92,15.015,0.0021,0.0021,0,0,0,74.125,78,3.51,2.819,5.51,2.38,3.142,2.41,1,0.96,Overcast,Overcast,23.695,18.73,15.558125,13.118,Calm,Calm,FALSE,0,0,13.74,2.2758333333333334,1.959999999999999,7.8475,-0.18270833333333325,10.306041666666665,19.50344827586207,11.748793103448277,19.581724137931033,11.803448275862069,-3.881724137931034,-1.6801149425287356,-7.995000000000001,-8.280000000000001,-5.434791666666667,-4.866,2010-01-06,17,"10, 250, 500","0, 12.4, 2.4","50.282, -94.026; 51.629, -93.101; 50.865, -90.474",0,69.5,217.1,33.6,9.4,33.666666666666664,7.566666666666667,140,198
Anoka Airport,27-003-1002,27-003-1002,2010-01-08,24,25.625,OZONE,45.13768,-93.207615,31.12,"25.6, 25.6",2010,1,8,4.74,8.56,1.04,4.127083333333333,2.935,-0.544,-2.16,-2.16,6.9,10.72,NW,NW,0,0,0,0,0,0,0,0,1,8.466666666666667,7.890000000000001,7.776,7.890000000000001,0,0,0,0,0,71.375,75.8,-3.1033333333333335,-4.796,9.987083333333333,9.85,9.969,9.85,0.28,0.35,Clear,Clear,23.695,18.73,15.558125,13.118,N,Calm,FALSE,0.0021,0,15.7,10.123333333333333,-7.139999999999999,-5.99625,6.199583333333333,-2.0725,19.58448275862069,11.843117816091954,19.50344827586207,11.748793103448277,-10.94344827586207,-7.621709770114943,-15.135,-13.99,-11.431041666666667,-12.078,2010-01-07,17,"10, 250, 500","4.6, 17.4, 0","49.44, -95.625; 49.789, -95.054; 50.829, -92.144",0,76.2,189.8,33.3,6.1,33,5.966666666666667,139,179
Anoka Airport,27-003-1002,27-003-1002,2010-01-09,24,6.625,OZONE,45.13768,-93.207615,20.75,"6.6, 6.6",2010,1,9,-1.03,8.53,-9.648,-3.6083333333333334,-10.645,-10.554,-12.33,-12.33,11.3,20.86,Calm,Calm,1,0,0,0,0,0,0,0,0,3.5858333333333334,3.08,2.78,2.6550000000000002,0,0,0,0,0,71.45833333333333,76.1,-10.710833333333333,-15.097,9.890416666666667,9.43,9.762,9.43,0.01,0.03,Clear,Clear,23.695,18.73,15.558125,13.118,NW,N,FALSE,0,0,8.56,4.127083333333333,-0.030000000000001137,-7.735416666666667,7.125208333333333,-10.733541666666667,19.285862068965518,11.565517241379311,19.58448275862069,11.843117816091954,-11.054482758620692,-15.451451149425289,-15.165000000000001,-19.76,-19.166458333333335,-22.766,2010-01-08,17,"10, 250, 500","0, 194.1, 469.8","46.417, -95.524; 47.128, -95.313; 46.744, -94.553",0,73.6,298.1,31,7.5,31.533333333333335,7.9,73,32
Anoka Airport,27-003-1002,27-003-1002,2010-01-10,24,19.75,OZONE,45.13768,-93.207615,27.25,"19.8, 19.8",2010,1,10,10.4,15.69,5.915,6.25,2.873333333333333,7.388,1.56,-1.65,8.84,17.34,S,S,0,0,0,0,0,0.9,0.1,0,0,8.26,9.32,10.292,10.350000000000001,0,0,0,0,0,69.25,67.6,-1.7254166666666668,-2.517,9.992916666666666,9.96,9.996,9.96,0.18,0.25,Clear,Clear,23.695,18.73,15.558125,13.118,Calm,NW,FALSE,0,0,8.53,-3.6083333333333334,7.16,9.858333333333334,0.2593749999999999,5.990625,18.80551724137931,11.230071839080459,19.285862068965518,11.565517241379311,-3.595862068965518,-5.315517241379311,-8.005,-8.33,-9.308125,-7.203,2010-01-09,17,"10, 250, 500","121, 38, 531.8","41.84, -95.363; 39.641, -98.171; 42.384, -103.059",0,75,446.8,31.3,10,30.53333333333333,8.433333333333334,102,52
Anoka Airport,27-003-1002,27-003-1002,2010-01-11,24,23.542,OZONE,45.13768,-93.207615,29.38,"23.5, 23.5",2010,1,11,19.09,21.1,14.078,15.36,12.891666666666666,14.598,11.49,11.49,7.6,9.610000000000001,NW,NW,0,0.2,0,0,0,0,0,0,0.8,6.165416666666666,6,6.828,6.3100000000000005,0,0,0,0,0,75.08333333333333,79.4,8.867916666666666,8.91,9.950833333333334,9.71,9.917,9.71,0.61,0.49,Overcast,Clear,23.695,18.73,15.558125,13.118,S,Calm,TRUE,0,0,15.69,6.25,5.410000000000002,9.11,1.3208333333333333,14.039166666666667,18.53103448275862,11.154066091954023,18.80551724137931,11.230071839080459,2.294482758620692,4.12992816091954,-2.594999999999999,0.35999999999999943,-0.198125000000001,0.9599999999999991,2010-01-10,17,"10, 250, 500","0, 440.8, 737.5","48.552, -95.66; 52.041, -91.675; 52.738, -91.872",0,82.5,128.2,37,13,35.43333333333333,12.366666666666667,125,118
Anoka Airport,27-003-1002,27-003-1002,2010-01-12,24,7.25,OZONE,45.13768,-93.207615,23.38,"7.2, 7.2",2010,1,12,11.86,23.63,5.279,10.175833333333333,3.5283333333333333,5.578,1.11,1.11,10.75,22.52,Calm,Calm,0.6,0,0,0,0.2,0.2,0,0,0,5.692916666666666,4.375,4.367,4.375,0,0,0,0,0,82.5,85.2,5.87125,1.837,7.58125,3.28,5.954,3.28,0.28,0.2,Clear,Clear,23.695,18.73,15.558125,13.118,NW,S,FALSE,0,0,21.1,15.36,2.5299999999999976,-5.184166666666666,10.805,-0.6291666666666664,18.890689655172412,11.179525862068965,18.53103448275862,11.154066091954023,5.098965517241378,-0.97823275862069,-0.06500000000000128,-6.870000000000001,-5.382291666666667,-7.839,2010-01-11,17,"10, 250, 500","1.5, 4.3, 356.2","44.846, -94.213; 44.424, -94.734; 44.524, -93.923",0,83.1,369.7,32,10,32,10.3,53,37
Anoka Airport,27-003-1002,27-003-1002,2010-01-13,24,16.125,OZONE,45.13768,-93.207615,22.25,"16.1, 16.1",2010,1,13,24.08,27.86,21.34,22.132083333333334,19.601666666666667,22.172,18.52,18.05,5.559999999999999,9.809999999999999,S,S,0,0,0,0,0.2,0.8,0,0,0,7.738333333333333,7.88,7.418,7.59,0,0,0,0,0,83.66666666666667,91.4,17.862916666666667,19.198,5.064583333333333,1.22,2.515,1.22,0.94,0.49,Overcast,Clear,23.695,18.73,15.558125,13.118,Calm,NW,FALSE,0,0,23.63,10.175833333333333,4.23,11.95625,12.767916666666666,9.364166666666668,19.57448275862069,11.937011494252873,18.890689655172412,11.179525862068965,8.969310344827587,10.952557471264369,4.164999999999999,5.349999999999998,6.573958333333334,8.222,2010-01-12,17,"10, 250, 500","14.3, 6.8, 1.3","40.793, -94.54; 40.299, -94.898; 40.003, -96.299",0,83.2,474,30,21.8,31.133333333333333,21.6,67,39
Anoka Airport,27-003-1002,27-003-1002,2010-01-14,24,8.458,OZONE,45.13768,-93.207615,17.75,"8.5, 8.5",2010,1,14,25.43,31.43,19.132,22.207916666666666,17.313333333333333,19.236,16.44,16.44,8.989999999999998,14.989999999999998,Calm,Calm,0.6,0,0,0,0,0,0,0.2,0.2,5.557083333333333,5.25,4.419,3.845,0,0,0,0,0,90.625,91.7,19.84875,17.108999999999998,4.20375,0.65,2.26,0.65,0.55,0.52,Clear,Clear,23.695,18.73,15.558125,13.118,S,Calm,FALSE,0,0,27.86,22.132083333333334,3.5700000000000003,0.07583333333333186,16.153958333333335,6.0539583333333304,20.247931034482757,12.551206896551724,19.57448275862069,11.937011494252873,11.85551724137931,10.270905172413793,7.734999999999999,6.699999999999999,6.649791666666665,6.014000000000001,2010-01-13,17,"10, 250, 500","0, 0, 12.2","44.682, -95.618; 46.938, -96.592; 50.94, -98.514",0,64,343.9,26,22.3,28.96666666666667,17.766666666666666,12,19
Anoka Airport,27-003-1002,27-003-1002,2010-01-15,24,10.833,OZONE,45.13768,-93.207615,22.75,"10.8, 10.8",2010,1,15,25.01,31.54,16,22.58,15.391666666666666,14.964,12.06,12.06,12.950000000000001,19.479999999999997,Calm,Calm,0.8,0,0,0,0,0.2,0,0,0,6.2075,6.5649999999999995,3.814,3.885,0,0,0,0,0,87.58333333333333,89.3,19.415416666666665,13.387,8.252916666666666,3.83,8.647,3.83,0.43,0.67,Clear,Overcast,23.695,18.73,15.558125,13.118,Calm,S,FALSE,0,0,31.43,22.207916666666666,0.10999999999999943,0.37208333333333243,22.17,0.4099999999999966,20.497586206896553,12.849425287356322,20.247931034482757,12.551206896551724,11.292068965517242,10.028793103448274,7.844999999999999,6.280000000000001,7.021874999999998,2.8819999999999997,2010-01-14,17,"10, 250, 500","11.7, 113.9, 625.3","45.513, -96.031; 46.318, -96.696; 48.216, -98.414",0,89.7,367.7,26,8.9,25.5,8.633333333333333,43,55
Anoka Airport,27-003-1002,27-003-1002,2010-01-16,24,16.854,OZONE,45.13768,-93.207615,25.12,"16.9, 16.9",2010,1,16,27.81,34.87,20.38,25.050833333333333,19.011666666666667,20.078,17.86,17.86,9.95,17.009999999999998,S,S,0,0,0,0,0.2,0.8,0,0,0,9.102916666666667,8.865,8.083,8.105,0,0,0,0,0,83.75,86.9,20.66375,17.056,7.956666666666667,4.86,7.583,5.72,0.1,0.24,Clear,Clear,23.695,18.73,15.558125,13.118,Calm,Calm,FALSE,0,0,31.54,22.58,3.3299999999999983,2.470833333333335,22.39395833333333,2.656875000000003,20.805172413793102,13.236422413793104,20.497586206896553,12.849425287356322,14.372413793103444,12.201408045977011,11.174999999999997,9.079999999999998,9.492708333333333,7.261999999999999,2010-01-15,17,"10, 250, 500","12.8, 18.3, 554.5","42.103, -94.942; 40.737, -98.504; 41.795, -101.985",0,63.6,439.4,21.1,19.5,23.900000000000002,15.700000000000001,108,75
Anoka Airport,27-003-1002,27-003-1002,2010-01-17,24,14.833,OZONE,45.13768,-93.207615,26,"14.8, 14.8",2010,1,17,26.55,35.06,22.076,26.43,22.246666666666666,21.326,19.94,19.94,6.609999999999999,15.120000000000001,Calm,Calm,1,0,0,0,0,0,0,0,0,3.7825,3.285,2.677,3.09,0,0,0,0,0,84.75,90.2,22.37375,19.631,5.935833333333333,2.77,3.806,2.77,0.18,0.19,Clear,Clear,23.695,18.73,15.558125,13.118,S,Calm,FALSE,0,0,34.87,25.050833333333333,0.19000000000000483,1.3791666666666664,23.815416666666664,2.6145833333333357,21.221379310344826,13.420905172413793,20.805172413793102,13.236422413793104,14.2548275862069,13.193577586206896,11.365000000000002,7.82,10.871875,8.958,2010-01-16,17,"10, 250, 500","0, 467.2, 1455.7","43.105, -95.63; 49.333, -101.185; 50.737, -103.307",0,46.2,311.9,35.7,1.6,32.06666666666667,7.4,61,59
Anoka Airport,27-003-1002,27-003-1002,2010-01-18,24,15.458,OZONE,45.13768,-93.207615,33.88,"15.5, 15.5",2010,1,18,32.54,33.63,26.986,27.583333333333332,24.501666666666665,27.95,23.34,21.08,9.2,12.550000000000004,Calm,Calm,0.8,0,0,0,0,0,0,0.1,0.1,3.8166666666666664,3.3449999999999998,3.292,3.105,0,0,0,0,0,81.83333333333333,83.1,22.581666666666667,22.444,8.334999999999999,3.12,8.9,7.88,0.94,0.62,Overcast,Overcast,23.695,18.73,15.558125,13.118,Calm,S,FALSE,0,0,35.06,26.43,-1.4299999999999997,1.1533333333333324,25.74041666666667,1.8429166666666639,21.534137931034483,13.639310344827587,21.221379310344826,13.420905172413793,12.408620689655177,14.16242816091954,9.935000000000002,13.809999999999999,12.025208333333332,13.868,2010-01-17,17,"10, 250, 500","168.4, 469.9, 735.8","46.463, -96.537; 48.964, -97.299; 49.81, -98.267",0,82.4,247.5,29.5,8,30.566666666666666,8.133333333333333,36,42
Anoka Airport,27-003-1002,27-003-1002,2010-01-19,24,9,OZONE,45.13768,-93.207615,27.25,"9, 9",2010,1,19,19.41,25.02,15.036999999999999,17.600416666666668,12.675,16.164,10.68,10.68,8.73,14.34,Calm,Calm,0.8,0,0.1,0,0,0,0,0,0,3.6208695652173915,3,2.376666666666667,2.57,0,0,0,0,0,89.66666666666667,88,15.065,12.134,4.08,0.83,3.1430000000000002,0.83,0.99,0.81,Overcast,Overcast,23.695,18.73,15.558125,13.118,Calm,Calm,FALSE,0,0,33.63,27.583333333333332,-8.610000000000003,-9.982916666666664,27.006666666666668,-9.40625,21.547931034482758,13.502988505747126,21.534137931034483,13.639310344827587,3.485862068965517,3.9611063218390807,1.3249999999999993,0.6799999999999997,2.0422916666666673,1.9189999999999987,2010-01-18,17,"10, 250, 500","0, 208.8, 473.7","44.738, -94; 45.416, -94.566; 45.966, -95.85",0,88.3,402.2,38,17.3,33.333333333333336,15.466666666666667,48,38
Anoka Airport,27-003-1002,27-003-1002,2010-01-20,24,28.458,OZONE,45.13768,-93.207615,31.75,"28.5, 28.5",2010,1,20,24.41,27.06,22.945,22.997916666666665,22.026666666666667,23.302,20.98,19.41,3.4299999999999997,7.649999999999999,E,E,0,0,0,0.8,0.2,0,0,0,0,9.73,9.805,9.847999999999999,9.805,0,0,0,0,0,83.75,84.6,18.697916666666668,18.944,8.864583333333334,4.83,9.696,9.2,0.98,0.88,Overcast,Overcast,23.695,18.73,15.558125,13.118,Calm,Calm,FALSE,0,0,25.02,17.600416666666668,2.039999999999999,5.397499999999997,22.591875,0.4060416666666633,21.57,13.521522988505748,21.547931034482758,13.502988505747126,5.512068965517241,9.494928160919539,3.3649999999999984,5.68,7.439791666666665,9.827,2010-01-19,17,"10, 250, 500","0, 401.5, 949.2","44.97, -90.59; 45.104, -88.276; 45.574, -89.309",0,83,361.9,27,17.1,27,17.1,24,114
Anoka Airport,27-003-1002,27-003-1002,2010-01-21,24,23.958,OZONE,45.13768,-93.207615,30,"24, 24",2010,1,21,26.76,28.05,25.845,26.440416666666668,25.628333333333334,25.852,24.92,24.92,1.8399999999999999,3.129999999999999,E,E,0,0,0.1,0.9,0,0,0,0,0,8.398333333333333,8.355,7.785,7.76,0.0187,0.0042,0.0145,1,0,83.29166666666667,84.1,21.994166666666665,21.661,8.668333333333333,6.14,8.475999999999999,6.14,1,0.98,Overcast,Overcast,23.695,18.73,15.558125,13.118,E,Calm,FALSE,0,0,27.06,22.997916666666665,0.990000000000002,3.4425000000000026,20.299166666666665,6.141250000000003,21.575172413793105,13.48066091954023,21.57,13.521522988505748,6.48,12.91889367816092,4.355,8.030000000000001,10.882291666666667,12.726999999999999,2010-01-20,17,"10, 250, 500","0, 740.6, 1168.2","44.355, -86.985; 42.427, -82.33; 41.071, -83.156",0,78.1,326.1,15.5,10,18.3,8.6,47,38
Anoka Airport,27-003-1002,27-003-1002,2010-01-22,24,28.25,OZONE,45.13768,-93.207615,45.38,"28.2, 28.2",2010,1,22,31.57,33.32,29.871,30.255416666666665,29.64,29.726,29.54,27.99,2.030000000000001,5.330000000000002,SE,SE,0.3,0,0,0.2,0.5,0,0,0,0,6.784166666666667,6.19,6.076,6.19,0.0022,0,0.0022,0,0,87.375,88.8,26.93125,26.98,6.71,3.16,5.609,3.48,1,1,Overcast,Overcast,23.695,18.73,15.558125,13.118,E,E,FALSE,0.0187,0.0145,28.05,26.440416666666668,5.27,3.8149999999999977,24.719166666666666,5.536249999999999,21.634827586206896,13.548261494252873,21.575172413793105,13.48066091954023,11.744827586206895,16.774755747126434,9.625,12.84,14.697291666666665,16.753,2010-01-21,17,"10, 250, 500","0, 0, 319.1","44.535, -88.018; 44.277, -87.311; 42.308, -84.119",0,82.4,408.2,20.8,11.3,22.6,11.3,47,54
Anoka Airport,27-003-1002,27-003-1002,2010-01-23,24,45.042,OZONE,45.13768,-93.207615,47.12,"45, 45",2010,1,23,35.64,35.88,34.242000000000004,34.40375,33.305,34.802,33.2,33.2,2.4399999999999977,2.6799999999999997,SE,SE,0,0,0,0.3,0.7,0,0,0,0,13.445833333333333,13.850000000000001,15.228,15.82,0.1983,0.038900000000000004,0.1594,12,3,88.45833333333333,89.1,31.325416666666666,31.328,5.5225,2.99,4.9879999999999995,3.06,1,1,Overcast,Overcast,23.695,18.73,15.558125,13.118,SE,E,FALSE,0.0022,0.0022,33.32,30.255416666666665,2.5600000000000023,4.148333333333337,28.347916666666666,6.055833333333336,21.60793103448276,13.560617816091954,21.634827586206896,13.548261494252873,14.245172413793107,20.85548850574713,12.185000000000002,16.91,18.845625000000002,21.124000000000002,2010-01-22,17,"10, 250, 500","0, 636.3, 1730.2","43.56, -88.186; 40.888, -85.286; 38.432, -88.364",0,83.4,391.1,8,17.1,11.766666666666667,15.1,37,17
Anoka Airport,27-003-1002,27-003-1002,2010-01-24,24,38.667,OZONE,45.13768,-93.207615,42.12,"38.7, 38.7",2010,1,24,35.49,37.31,34.411,34.95708333333333,35.50333333333333,33.778,28.3,28.3,7.190000000000001,9.010000000000002,W,Calm,0.6,0,0,0,0,0,0,0.4,0,6.682916666666666,7.539999999999999,4.931,3.535,0.0441,0.016399999999999998,0.0277,4,1,96.16666666666667,97.8,33.995,33.868,1.9779166666666668,0.47,1.084,0.47,1,1,Foggy,Foggy,23.695,18.73,15.558125,13.118,SE,SE,FALSE,0.1983,0.1594,35.88,34.40375,1.4299999999999997,0.5533333333333275,32.32958333333333,2.6274999999999977,21.63344827586207,13.966350574712644,21.60793103448276,13.560617816091954,15.702068965517242,21.396465517241374,13.615000000000002,16.76,19.39895833333333,21.293,2010-01-23,17,"10, 250, 500","0, 0, 0","43.997, -93.53; 44.524, -93.962; 44.458, -93.996",0.8,92,206.4,44,8.7,44,9.299999999999999,56,39
Anoka Airport,27-003-1002,27-003-1002,2010-01-25,24,36.417,OZONE,45.13768,-93.207615,42.25,"36.4, 36.4",2010,1,25,33.17,36.01,25.661,26.84583333333333,30.193333333333335,22.94,20.77,20.56,12.400000000000002,15.45,W,W,0,0,0,0,0,0,0,1,0,14.789166666666667,16.025,16.754,16.395,0.0062,0.0062,0,1,1,85.41666666666667,83.4,23.090833333333332,21.385,5.573333333333333,1.87,5.505,1.87,1,1,Overcast,Overcast,23.695,18.73,15.558125,13.118,W,SE,FALSE,0.0441,0.0277,37.31,34.95708333333333,-1.3000000000000043,-8.111249999999998,34.680416666666666,-7.834583333333335,21.925172413793103,14.31294540229885,21.63344827586207,13.966350574712644,14.37655172413793,12.879482758620687,12.314999999999998,14.440000000000001,11.287708333333331,12.543000000000001,2010-01-24,17,"10, 250, 500","0, 1.1, 0.4","49.355, -100.302; 51.231, -99.846; 52.989, -100.322",0.1,85.4,102.9,26,5.5,25.5,5.5,107,176
Anoka Airport,27-003-1002,27-003-1002,2010-01-26,24,33.542,OZONE,45.13768,-93.207615,39.75,"33.5, 33.5",2010,1,26,13.86,18.84,11.058,11.844583333333334,12.856666666666667,9.944,8.49,4.93,5.369999999999999,13.91,NW,NW,0,0,0,0,0,0,0,0.2,0.8,13.982083333333334,13.745,13.117,13.265,0,0,0,0,0,70.04166666666667,73.7,3.8870833333333334,4.253,9.620000000000001,4.99,9.837,9.45,0.91,0.76,Overcast,Overcast,23.695,18.73,15.558125,13.118,W,W,FALSE,0.0062,0,36.01,26.84583333333333,-17.169999999999998,-15.001249999999997,30.90145833333333,-19.056874999999998,21.664827586206897,13.980459770114942,21.925172413793103,14.31294540229885,-3.085172413793103,-2.468362068965515,-4.855,-4.870000000000001,-3.713541666666666,-2.0600000000000005,2010-01-25,17,"10, 250, 500","0, 701.2, 1092.9","52.071, -98.196; 55.328, -90.612; 54.898, -89.513",0,75.5,224.1,32,0,33,0.3333333333333333,301,376
