SITE,Date,Hour,OZONE,TEMP_F,StateCode,CountyCode,SiteNum,Latitude,Longitude,Time,Parameter,YEAR,Month,Day,UNITS
27-137-7001,2017-05-01,6,7,43.4,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,5,01,PPB
27-137-7001,2017-05-02,0,10,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,02,PPB
27-137-7001,2017-05-03,3,8,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,5,03,PPB
27-137-7001,2017-05-04,2,12,53,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,5,04,PPB
27-137-7001,2017-05-05,4,10,47,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,5,05,PPB
27-137-7001,2017-05-06,1,12,46.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,06,PPB
27-137-7001,2017-05-07,1,12,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,07,PPB
27-137-7001,2017-05-08,0,15,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,08,PPB
27-137-7001,2017-05-09,2,13,42.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,5,09,PPB
27-137-7001,2017-05-10,2,13,54.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,5,10,PPB
27-137-7001,2017-05-11,19,8,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T19:00:00Z,88101,2017,5,11,PPB
27-137-7001,2017-05-12,3,10,44,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,5,12,PPB
27-137-7001,2017-05-13,11,8,53,27,137,7001,47.523355,-92.536305,1899-12-31T11:00:00Z,88101,2017,5,13,PPB
27-137-7001,2017-05-14,0,10,49.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,14,PPB
27-137-7001,2017-05-15,3,8,44.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,5,15,PPB
27-137-7001,2017-05-16,3,11,45.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,5,16,PPB
27-137-7001,2017-05-17,2,18,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,5,17,PPB
27-137-7001,2017-05-18,0,23,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,18,PPB
27-137-7001,2017-05-19,0,14,55.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,19,PPB
27-137-7001,2017-05-20,2,21,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,5,20,PPB
27-137-7001,2017-05-21,1,11,58.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,21,PPB
27-137-7001,2017-05-22,1,5,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,22,PPB
27-137-7001,2017-05-23,3,11,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,5,23,PPB
27-137-7001,2017-05-24,0,13,82.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,24,PPB
27-137-7001,2017-05-25,0,15,80,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,25,PPB
27-137-7001,2017-05-26,4,21,83,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,5,26,PPB
27-137-7001,2017-05-27,0,18,65,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,27,PPB
27-137-7001,2017-05-28,1,8,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,5,28,PPB
27-137-7001,2017-05-29,6,9,81.2,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,5,29,PPB
27-137-7001,2017-05-30,2,21,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,5,30,PPB
27-137-7001,2017-05-31,0,15,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,5,31,PPB
27-137-7001,2017-06-01,0,13,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,01,PPB
27-137-7001,2017-06-02,4,8,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,6,02,PPB
27-137-7001,2017-06-03,2,10,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,6,03,PPB
27-137-7001,2017-06-04,3,10,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,6,04,PPB
27-137-7001,2017-06-05,0,11,60.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,05,PPB
27-137-7001,2017-06-06,1,13,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,06,PPB
27-137-7001,2017-06-07,2,9,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,6,07,PPB
27-137-7001,2017-06-08,0,11,65.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,08,PPB
27-137-7001,2017-06-09,4,12,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,6,09,PPB
27-137-7001,2017-06-10,9,13,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T09:00:00Z,88101,2017,6,10,PPB
27-137-7001,2017-06-11,1,15,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,11,PPB
27-137-7001,2017-06-12,0,14,54.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,12,PPB
27-137-7001,2017-06-13,6,11,71,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,6,13,PPB
27-137-7001,2017-06-14,0,12,57.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,14,PPB
27-137-7001,2017-06-15,0,14,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,15,PPB
27-137-7001,2017-06-16,3,47,76.4,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,6,16,PPB
27-137-7001,2017-06-17,0,6,80,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,17,PPB
27-137-7001,2017-06-18,1,10,65.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,18,PPB
27-137-7001,2017-06-19,4,14,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,6,19,PPB
27-137-7001,2017-06-20,2,14,50,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,6,20,PPB
27-137-7001,2017-06-21,3,10,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,6,21,PPB
27-137-7001,2017-06-22,2,14,60.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,6,22,PPB
27-137-7001,2017-06-23,2,11,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,6,23,PPB
27-137-7001,2017-06-24,0,11,63.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,24,PPB
27-137-7001,2017-06-25,6,13,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,6,25,PPB
27-137-7001,2017-06-26,0,9,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,26,PPB
27-137-7001,2017-06-27,4,16,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,6,27,PPB
27-137-7001,2017-06-28,1,14,81.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,6,28,PPB
27-137-7001,2017-06-29,3,8,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,6,29,PPB
27-137-7001,2017-06-30,0,8,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,6,30,PPB
27-137-7001,2017-07-01,4,9,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,7,01,PPB
27-137-7001,2017-07-02,1,6,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,02,PPB
27-137-7001,2017-07-03,1,11,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,03,PPB
27-137-7001,2017-07-04,2,17,74,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,7,04,PPB
27-137-7001,2017-07-05,1,25,80.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,05,PPB
27-137-7001,2017-07-06,0,14,83,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,06,PPB
27-137-7001,2017-07-07,1,15,76.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,07,PPB
27-137-7001,2017-07-08,0,10,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,08,PPB
27-137-7001,2017-07-09,2,7,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,7,09,PPB
27-137-7001,2017-07-10,0,19,78.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,10,PPB
27-137-7001,2017-07-11,2,23,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,7,11,PPB
27-137-7001,2017-07-12,1,19,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,12,PPB
27-137-7001,2017-07-13,1,19,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,13,PPB
27-137-7001,2017-07-14,7,10,58.4,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2017,7,14,PPB
27-137-7001,2017-07-15,3,8,63.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,7,15,PPB
27-137-7001,2017-07-16,4,8,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,7,16,PPB
27-137-7001,2017-07-17,1,12,74,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,17,PPB
27-137-7001,2017-07-18,0,13,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,18,PPB
27-137-7001,2017-07-19,3,16,74,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,7,19,PPB
27-137-7001,2017-07-20,0,16,82.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,20,PPB
27-137-7001,2017-07-21,1,14,83.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,7,21,PPB
27-137-7001,2017-07-22,3,23,77.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,7,22,PPB
27-137-7001,2017-07-23,2,11,74,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,7,23,PPB
27-137-7001,2017-07-24,2,11,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,7,24,PPB
27-137-7001,2017-07-25,3,14,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,7,25,PPB
27-137-7001,2017-07-26,0,13,77,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,26,PPB
27-137-7001,2017-07-27,0,10,61.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,7,27,PPB
27-137-7001,2017-07-28,8,8,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T08:00:00Z,88101,2017,7,28,PPB
27-137-7001,2017-07-29,4,13,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,7,29,PPB
27-137-7001,2017-08-05,15,14,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T15:00:00Z,88101,2017,8,05,PPB
27-137-7001,2017-08-06,0,23,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,06,PPB
27-137-7001,2017-08-07,4,16,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,8,07,PPB
27-137-7001,2017-08-08,2,16,78.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,08,PPB
27-137-7001,2017-08-09,3,19,75.2,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,8,09,PPB
27-137-7001,2017-08-10,0,21,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,10,PPB
27-137-7001,2017-08-11,2,8,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,11,PPB
27-137-7001,2017-08-12,2,11,75.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,12,PPB
27-137-7001,2017-08-13,1,12,72.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,8,13,PPB
27-137-7001,2017-08-14,2,9,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,14,PPB
27-137-7001,2017-08-15,2,10,74,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,15,PPB
27-137-7001,2017-08-16,2,13,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,16,PPB
27-137-7001,2017-08-17,2,16,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,17,PPB
27-137-7001,2017-08-18,2,9,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,18,PPB
27-137-7001,2017-08-19,9,6,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T09:00:00Z,88101,2017,8,19,PPB
27-137-7001,2017-08-20,0,8,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,20,PPB
27-137-7001,2017-08-21,2,6,66.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,21,PPB
27-137-7001,2017-08-22,0,12,67.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,22,PPB
27-137-7001,2017-08-23,1,13,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,8,23,PPB
27-137-7001,2017-08-24,3,12,71,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,8,24,PPB
27-137-7001,2017-08-25,2,14,72.2,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,8,25,PPB
27-137-7001,2017-08-26,11,4,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T11:00:00Z,88101,2017,8,26,PPB
27-137-7001,2017-08-27,4,7,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T04:00:00Z,88101,2017,8,27,PPB
27-137-7001,2017-08-28,0,11,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,28,PPB
27-137-7001,2017-08-29,1,9,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,8,29,PPB
27-137-7001,2017-08-30,5,7,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,8,30,PPB
27-137-7001,2017-08-31,0,5,68,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,8,31,PPB
27-137-7001,2017-09-01,3,4,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,9,01,PPB
27-137-7001,2017-09-02,0,8,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,02,PPB
27-137-7001,2017-09-03,1,6,73.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,03,PPB
27-137-7001,2017-09-04,3,5,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,9,04,PPB
27-137-7001,2017-09-05,2,6,63.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,9,05,PPB
27-137-7001,2017-09-06,3,7,69.8,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,9,06,PPB
27-137-7001,2017-09-07,0,9,74,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,07,PPB
27-137-7001,2017-09-08,0,9,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,08,PPB
27-137-7001,2017-09-09,3,11,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,9,09,PPB
27-137-7001,2017-09-10,0,5,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,10,PPB
27-137-7001,2017-09-11,0,17,50.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,11,PPB
27-137-7001,2017-09-12,2,9,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,9,12,PPB
27-137-7001,2017-09-13,1,10,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,13,PPB
27-137-7001,2017-09-14,1,14,54.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,14,PPB
27-137-7001,2017-09-15,1,4,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,15,PPB
27-137-7001,2017-09-16,2,10,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,9,16,PPB
27-137-7001,2017-09-17,0,10,69.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,17,PPB
27-137-7001,2017-09-18,0,5,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,18,PPB
27-137-7001,2017-09-19,0,12,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,19,PPB
27-137-7001,2017-09-20,9,11,66.8,27,137,7001,47.523355,-92.536305,1899-12-31T09:00:00Z,88101,2017,9,20,PPB
27-137-7001,2017-09-21,0,8,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,21,PPB
27-137-7001,2017-09-22,0,7,70.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,22,PPB
27-137-7001,2017-09-23,1,9,71.6,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,23,PPB
27-137-7001,2017-09-24,2,9,62.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,9,24,PPB
27-137-7001,2017-09-25,7,15,64.4,27,137,7001,47.523355,-92.536305,1899-12-31T07:00:00Z,88101,2017,9,25,PPB
27-137-7001,2017-09-26,1,15,74.60000000000001,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,26,PPB
27-137-7001,2017-09-27,0,15,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,27,PPB
27-137-7001,2017-09-28,1,23,79.39999999999999,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,9,28,PPB
27-137-7001,2017-09-29,0,5,53,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,29,PPB
27-137-7001,2017-09-30,0,5,48.800000000000004,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,9,30,PPB
27-137-7001,2017-10-01,2,8,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,10,01,PPB
27-137-7001,2017-10-02,1,14,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,02,PPB
27-137-7001,2017-10-03,1,11,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,03,PPB
27-137-7001,2017-10-04,0,3,42.199999999999996,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,04,PPB
27-137-7001,2017-10-05,0,4,46.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,05,PPB
27-137-7001,2017-10-06,3,7,53.6,27,137,7001,47.523355,-92.536305,1899-12-31T03:00:00Z,88101,2017,10,06,PPB
27-137-7001,2017-10-07,0,10,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,07,PPB
27-137-7001,2017-10-08,0,4,49.4,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,08,PPB
27-137-7001,2017-10-09,1,6,37.4,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,09,PPB
27-137-7001,2017-10-10,0,8,44,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,10,PPB
27-137-7001,2017-10-11,2,9,53,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,10,11,PPB
27-137-7001,2017-10-12,1,12,60.8,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,12,PPB
27-137-7001,2017-10-13,5,10,48.2,27,137,7001,47.523355,-92.536305,1899-12-31T05:00:00Z,88101,2017,10,13,PPB
27-137-7001,2017-10-14,6,9,53,27,137,7001,47.523355,-92.536305,1899-12-31T06:00:00Z,88101,2017,10,14,PPB
27-137-7001,2017-10-15,1,7,57.2,27,137,7001,47.523355,-92.536305,1899-12-31T01:00:00Z,88101,2017,10,15,PPB
27-137-7001,2017-10-16,0,7,54.8,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,16,PPB
27-137-7001,2017-10-17,2,9,49.4,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,10,17,PPB
27-137-7001,2017-10-18,0,5,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,18,PPB
27-137-7001,2017-10-19,11,11,61.4,27,137,7001,47.523355,-92.536305,1899-12-31T11:00:00Z,88101,2017,10,19,PPB
27-137-7001,2017-10-20,2,9,51.8,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,10,20,PPB
27-137-7001,2017-10-21,0,5,47.6,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,21,PPB
27-137-7001,2017-10-22,0,5,56,27,137,7001,47.523355,-92.536305,1899-12-31T00:00:00Z,88101,2017,10,22,PPB
27-137-7001,2017-10-23,2,9,56.6,27,137,7001,47.523355,-92.536305,1899-12-31T02:00:00Z,88101,2017,10,23,PPB
